candidateId,strategyVariantId,runs,scenarioCount,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000033_d7ca66c3,centered-gaussian,120,120,1186.675,1117,662.8,1826.3,0.925,118.6412,3.5417,54.6667,1944.3167,1720,1119.3,2981.4,46.9417,0.325,1.0417,0.2562,6791.6167,750.8735,428.5747,743.8632,-2704.4474
centered_candidate_000015_48d68d22,centered-gaussian,120,120,1192.9417,1114,671.4,1840.7,0.925,119.1579,3.5083,55.0917,1949.9333,1684,1104,3032.4,46.2,0.2833,1.075,0.2495,6809.1667,742.939,435.4859,732.5305,-2745.8272
centered_candidate_000088_9ad0f46a,centered-gaussian,120,120,1199.35,1128.5,688.2,1775.8,0.9083,118.9429,3.5667,55.5333,1933.8667,1705,1089,2946.2,49.5083,0.3333,1,0.2828,6794.4583,724.1732,429.4132,726.9134,-2755.1423
centered_candidate_000057_2c51b7b4,centered-gaussian,120,120,1215.15,1172,666.5,1898.6,0.9167,118.7179,3.6333,56.1333,1961.15,1810.5,1104,2931.3,49.3583,0.3083,1.025,0.2838,6894.0833,740.1082,453.2225,733.9459,-2760.1608
centered_candidate_000012_fd9e2d4f,centered-gaussian,120,120,1201.3333,1147,669.9,1854.1,0.9167,118.9,3.5917,55.4333,1952.2,1712,1104,2989.3,47.1667,0.3083,1.0417,0.2572,6836.1667,747.8016,437.183,730.0992,-2761.2135
centered_candidate_000091_f9af7ec2,centered-gaussian,120,120,1197.325,1119.5,666.1,1733.4,0.925,118.9287,3.5083,55.5167,1932.4,1671.5,1090.8,2928,48.025,0.3417,1.0083,0.2814,6814.4083,744.5045,426.2364,718.5477,-2785.5688
centered_candidate_000048_1b2db4f4,centered-gaussian,120,120,1189.8833,1161,663.6,1788.3,0.9333,118.8533,3.5167,54.9167,1938.525,1776,1116.6,2970.4,46.25,0.3,1.0583,0.2706,6902.925,727.7321,422.0967,752.734,-2789.2265
centered_candidate_000119_e191669f,centered-gaussian,120,120,1201.9,1135,669,1847.3,0.9417,119.3883,3.5583,55.5083,1961.6333,1720,1104,2940.2,46.75,0.2917,1.0833,0.2531,6894.475,736.9895,424.2726,735.5053,-2792.5073
centered_candidate_000081_d4c4128b,centered-gaussian,120,120,1193.6583,1120.5,679.4,1803.7,0.95,119.1779,3.525,55.0083,1938.1333,1737.5,1104,2908.7,47.7917,0.25,1.05,0.2815,6891.475,731.9402,433.78,738.0299,-2799.5857
centered_candidate_000042_43c1f994,centered-gaussian,120,120,1192.575,1125,680.6,1803.9,0.9167,118.1613,3.5667,55.0667,1954.7,1727.5,1101.6,3073.1,47.9833,0.3,1.0417,0.2741,6890.4917,781.2415,433.6788,710.9793,-2810.5525
centered_candidate_000050_1e9b80d4,centered-gaussian,120,120,1199.1917,1169,643.1,1812.9,0.9333,118.9317,3.575,55.425,1973.525,1728,1126.1,2927.8,47.625,0.2917,1.0583,0.2716,6954.4583,750.7322,438.0192,750.7339,-2824.4599
centered_candidate_000077_cfd2b2b6,centered-gaussian,120,120,1208.7083,1111,685,1872.9,0.9167,118.48,3.575,56.3667,1952.2333,1753,1085.6,2943.5,49.1083,0.3,1.0167,0.2915,6909.4167,755.7201,451.6018,707.74,-2829.442
general_top10-average-phased_93e68c63,top10-average-phased,120,120,1193.725,1127,699.8,1780.3,0.9417,119.2121,3.5833,54.6167,1931.8833,1662.5,1126,2850.7,46.7667,0.275,1.0417,0.2711,6896.275,712.6064,405.5537,769.6968,-2832.769
search_candidate_000033_b0ce4da7,random-phased,120,120,1209.1583,1131.5,683.9,1828.8,0.9167,118.7888,3.5917,55.8333,1971.1583,1702,1125.7,3023.7,48.7167,0.25,1.0583,0.2683,6937.4667,768.5742,432.5578,741.4129,-2833.2724
centered_candidate_000037_f9aafb4a,centered-gaussian,120,120,1196.6917,1136.5,668.5,1774,0.9083,118.0887,3.5833,55.1,1941.2833,1720.5,1105.8,2963.4,47.625,0.2833,1.0333,0.2809,6917.525,758.83,427.8656,726.385,-2853.068
centered_candidate_000026_bf7d893f,centered-gaussian,120,120,1202.0583,1144,692.6,1834.6,0.9417,119.0796,3.5583,55.75,1972.35,1695,1114,2934.4,48.425,0.2917,1.075,0.2662,6968.3833,758.4483,435.1046,734.7758,-2862.3448
centered_candidate_000108_808e5137,centered-gaussian,120,120,1216.9083,1166,683,1842.2,0.925,119.0854,3.625,56.2167,1980.1667,1726,1113,2990.3,46.825,0.2417,1.0667,0.2754,6986.4417,760.6234,437.775,732.6883,-2866.4373
centered_candidate_000049_85722580,centered-gaussian,120,120,1197.9333,1142,652.6,1870.5,0.925,118.675,3.5667,55.1417,1937.6917,1697.5,1113.2,2893,46.3,0.275,1.0583,0.2753,6938.7083,730.9757,435.2894,747.7122,-2872.3042
centered_candidate_000058_ff58fc31,centered-gaussian,120,120,1202.4667,1112.5,669.9,1818.8,0.925,119.2658,3.55,55.4417,1955.5,1710.5,1110.8,2981,46.1833,0.2667,1.0833,0.2594,6962.9833,737.0773,433.4743,742.2614,-2874.8011
centered_candidate_000064_5d67ab37,centered-gaussian,120,120,1201.4083,1146.5,675.7,1838,0.9333,118.4275,3.525,55.8083,1962.35,1745,1104,3012.2,46.675,0.3333,1.0667,0.267,6984.3,775.7438,446.1857,716.1281,-2877.1577
centered_candidate_000039_403dd741,centered-gaussian,120,120,1211.1083,1147,665.3,1808.7,0.925,117.8888,3.6167,56.2417,1960.6917,1687.5,1070.7,3019.2,47.6417,0.3083,1.0417,0.2775,6929.5917,777.7887,452.7673,681.8057,-2883.8689
centered_candidate_000035_4885170e,centered-gaussian,120,120,1206.6083,1144.5,663.9,1849,0.8917,118.4154,3.625,55.8333,1957.9167,1767,1103.8,2924.9,48.5083,0.3083,1.0417,0.2789,6980.4917,750.169,442.2332,728.7155,-2885.2186
centered_candidate_000100_35d6242c,centered-gaussian,120,120,1188.3,1156,646.8,1798.4,0.9167,117.3912,3.5417,55.0583,1914.1167,1718,1104,2895.8,46.9583,0.3167,1.0417,0.2747,6926.9917,759.4103,439.3681,724.2948,-2888.2827
centered_candidate_000085_5be64e59,centered-gaussian,120,120,1198.4583,1154.5,719.6,1819.5,0.9417,118.2829,3.5667,55.4,1955.7333,1709,1108.5,2998.8,47.9417,0.2583,1.075,0.2808,6982.9167,762.2431,431.0338,727.3784,-2891.2743
centered_candidate_000017_7c3dbec5,centered-gaussian,120,120,1198.175,1152.5,647.8,1803.1,0.9083,118.4279,3.5583,55.8417,1958.75,1729,1122.8,3023.4,49.325,0.25,1.0667,0.2828,7028.65,751.4101,435.5849,747.0949,-2928.1343
centered_candidate_000052_db2c6d66,centered-gaussian,120,120,1224.7167,1176.5,672,1856.5,0.9,118.0321,3.6583,56.75,1968.375,1740,1123,2994.5,46.9083,0.3,1.05,0.279,7038.45,768.9967,455.0913,738.5017,-2928.5747
centered_candidate_000027_4093774b,centered-gaussian,120,120,1208.6833,1134,676.6,1789.1,0.925,118.5475,3.5833,56.175,1957.9333,1724.5,1111,3012.7,49.0083,0.3083,1.05,0.2824,7026.3417,763.045,445.1424,729.4775,-2931.1628
centered_candidate_000081_e3c8883e,centered-gaussian,120,120,1212.3833,1161,678.7,1825.5,0.9083,118.98,3.575,56.15,1985.2167,1718.5,1115,3034.9,46.7,0.2917,1.1,0.2616,7055.975,766.5923,437.6413,731.7039,-2942.0009
centered_candidate_000025_cdb38efc,centered-gaussian,120,120,1215.2,1144.5,690.2,1809.3,0.9333,119.2392,3.5917,56.0583,1959.8833,1686,1110.5,2996.9,46.35,0.2667,1.0917,0.2662,7042.5,750.4331,433.9934,735.2835,-2959.5933
centered_candidate_000043_a4e32364,centered-gaussian,120,120,1237.3,1204.5,660.3,1904.1,0.925,118.6017,3.6417,57.675,1989.5583,1795,1116,3037.9,46.95,0.2917,1.1,0.268,7126.3333,779.2337,461.42,726.3831,-2961.8984
centered_candidate_000060_3fe94d4c,centered-gaussian,120,120,1196.275,1122.5,668,1762.3,0.95,119.2112,3.525,55.275,1943.725,1715,1104,2946.4,46.7917,0.2917,1.0833,0.2696,7055.9083,720.2038,424.803,743.8981,-2968.5037
centered_candidate_000099_9e19c570,centered-gaussian,120,120,1201.2083,1137.5,671.9,1840.3,0.9417,119.4033,3.5417,55.2583,1957.075,1689,1128,2929.2,46.6583,0.3,1.0667,0.2718,7078.4917,724.9473,423.3916,765.5263,-2976.1781
centered_candidate_000098_873dd865,centered-gaussian,120,120,1203.1083,1181.5,684.9,1779.3,0.9333,118.4225,3.575,55.6167,1936.7,1709.5,1102.5,2929.6,46.0583,0.225,1.0917,0.2749,7047.6083,753.9644,429.6154,725.5178,-2982.8881
centered_candidate_000042_b71b00ae,centered-gaussian,120,120,1213.2917,1163,665.9,1909.7,0.9083,118.0171,3.6417,56.2917,1949.175,1708,1089,2933,49.8833,0.3083,1.0083,0.3076,7039.7917,771.0336,468.71,703.4832,-2988.3534
centered_candidate_000037_4766f94e,centered-gaussian,120,120,1205.675,1125,689.9,1905.2,0.95,118.7925,3.5667,55.6083,1942.9583,1657.5,1122.4,2929.3,46.925,0.3083,1.0667,0.273,7057.2083,761.9531,445.1169,741.4235,-2988.7753
centered_candidate_000113_023d3218,centered-gaussian,120,120,1209.8,1163,685.8,1851.3,0.925,118.7583,3.6,56.0083,1962.9917,1757.5,1102.1,2911.1,48.0167,0.2333,1.1,0.2771,7115.425,737.1639,434.0179,733.518,-3003.2197
centered_candidate_000114_e2bcadc8,centered-gaussian,120,120,1215.05,1163.5,684,1958,0.925,118.2325,3.6167,56.2667,1954.6667,1723,1115.8,3001.1,47.0917,0.2833,1.0833,0.2726,7102.4583,772.7358,462.1469,729.4321,-3008.4252
centered_candidate_000030_96b1bc23,centered-gaussian,120,120,1199.0917,1123.5,667.6,1819.4,0.9167,118.0008,3.5583,55.8417,1937.9583,1700.5,1103.5,3041.4,48.3167,0.275,1.05,0.2919,7062.1,760.8798,445.1179,723.0601,-3008.8463
centered_candidate_000117_af792346,centered-gaussian,120,120,1210.1417,1122.5,672.3,1902.5,0.925,118.9571,3.6,55.925,1971.6333,1705,1115.7,2990.2,49.2917,0.3,1.0667,0.2753,7118.825,765.5757,450.6834,732.9122,-3016.1892
centered_candidate_000070_4112071d,centered-gaussian,120,120,1209.375,1124,693.9,1795.6,0.9583,119.2642,3.5833,56.0167,1968.9333,1768.5,1104,2872.5,47.4667,0.2833,1.1333,0.2592,7168.7083,724.4639,424.2072,741.7681,-3025.6047
centered_candidate_000068_4f533479,centered-gaussian,120,120,1233.9083,1179,665.6,1883.9,0.925,119.2262,3.6917,56.8,1973.85,1695.5,1125.2,3000.2,47.1,0.2833,1.1,0.2589,7135.725,751.7276,432.9235,749.3362,-3026.6378
centered_candidate_000075_29a21179,centered-gaussian,120,120,1209.8,1142.5,644.2,1841.2,0.9,118.1321,3.6,56.275,1973.575,1741.5,1104,3025.9,48.475,0.3083,1.0667,0.2779,7140.6667,785.8332,448.6791,711.0834,-3041.725
centered_candidate_000109_ed902929,centered-gaussian,120,120,1212.95,1169,665.9,1843.2,0.9333,118.9992,3.6167,56.3583,1983.7667,1754,1108.5,3018.7,50.2417,0.2917,1.075,0.2843,7187.1917,759.1769,442.993,728.9115,-3048.876
centered_candidate_000024_d193735a,centered-gaussian,120,120,1202.1667,1154.5,677.9,1774,0.9667,119.4087,3.5667,55.425,1964.1167,1719.5,1119.8,2967.6,46.6083,0.2583,1.1167,0.2654,7182.7583,734.7191,419.3597,752.4405,-3053.1902
centered_candidate_000103_c617a3a4,centered-gaussian,120,120,1204.2583,1132,685.9,1803.6,0.9333,118.9242,3.5417,55.9417,1972.8833,1751,1123,2945.3,48.7333,0.2917,1.1,0.2783,7192.0667,749.6416,440.9432,748.1792,-3053.5808
centered_candidate_000025_5bbb75b8,centered-gaussian,120,120,1215.4667,1165,658.6,1861.4,0.9083,118.7062,3.6167,56.5,1980.4333,1720,1111,2972.3,49.7167,0.325,1.0667,0.2888,7167.2,775.67,455.2648,723.165,-3061.367
centered_candidate_000018_6513fdae,centered-gaussian,120,120,1205.5667,1142.5,653.2,1848.4,0.9167,118.3554,3.625,55.575,1958.1417,1735,1114.8,2995.5,49.5083,0.2417,1.0833,0.2823,7161.0917,761.8381,441.6136,733.881,-3061.4605
centered_candidate_000074_3fd993b9,centered-gaussian,120,120,1188.425,1110.5,651.9,1797.3,0.9167,117.8012,3.525,55.2667,1931.6167,1687,1115,2945.7,48.7833,0.2833,1.075,0.286,7112.8583,748.2392,438.4127,740.8804,-3062.2323
centered_candidate_000059_f82d6172,centered-gaussian,120,120,1199.55,1141,686.3,1881.2,0.95,119.2575,3.5583,55.4167,1947.0417,1720,1113,2866.4,46.8917,0.2583,1.1167,0.2623,7182.0333,721.6944,426.346,752.1528,-3081.7611
centered_candidate_000093_66837393,centered-gaussian,120,120,1209.3917,1147.5,661.6,1907.8,0.8667,118.0525,3.6167,56.2417,1961.9333,1669.5,1125,3020.7,50.3667,0.2833,1.0333,0.3042,7140.625,769.692,447.6728,740.154,-3087.5775
centered_candidate_000120_53d96b59,centered-gaussian,120,120,1205.7,1107.5,662.4,1928.8,0.9083,117.7192,3.6083,55.8667,1950.3583,1724,1110.3,3031.2,47.1833,0.25,1.0833,0.2872,7174.6833,759.8488,447.012,730.3756,-3095.9032
centered_candidate_000016_531bfcdb,centered-gaussian,120,120,1200.7,1122.5,673.6,1842.3,0.95,118.9137,3.6,55.3083,1950.925,1677.5,1123,2938.5,47.425,0.3,1.1083,0.2703,7186.7,745.5662,453.3508,750.2169,-3098.1816
centered_candidate_000050_eff40524,centered-gaussian,120,120,1199.3333,1128.5,690.8,1880,0.9417,119.5096,3.5083,55.5,1938.5,1674.5,1127,2901.1,47.7083,0.3167,1.1167,0.2611,7178.0333,718.1244,435.6058,767.9378,-3101.6624
centered_candidate_000097_0c07e1ac,centered-gaussian,120,120,1209.1833,1170,644.3,1842.6,0.8833,118.3667,3.625,56.0667,1964.65,1720,1097,2944.9,48.9667,0.2667,1.0917,0.2745,7180.3333,759.1897,455.8519,717.4052,-3112.3356
centered_candidate_000067_99f54189,centered-gaussian,120,120,1199.975,1168.5,649.4,1823.1,0.9083,117.9604,3.55,55.95,1945.075,1712,1104,2964.5,49.525,0.2583,1.0833,0.2849,7190.125,759.6176,447.2099,724.1912,-3127.6451
centered_candidate_000079_5ca18b0f,centered-gaussian,120,120,1225.9083,1159,664.7,1892.5,0.875,118.39,3.6167,57.4417,1967.5167,1742,1116.4,2967.3,50.9417,0.3333,1.0333,0.3028,7221.075,763.763,457.7619,734.5185,-3128.3146
centered_candidate_000063_3f5810ba,centered-gaussian,120,120,1206.9667,1144.5,649.8,1881,0.9167,119.0125,3.5667,56.125,1964.2667,1727,1080,2960,48.5417,0.325,1.1,0.2696,7226.0417,757.2653,438.342,701.3673,-3151.6682
centered_candidate_000082_0879b2ac,centered-gaussian,120,120,1216.675,1186.5,671.4,1806.2,0.9,117.8271,3.6,56.3667,1950.4083,1732.5,1108.5,2973.1,48.8,0.2917,1.0833,0.2868,7239.375,756.7975,447.6008,730.1012,-3161.5964
general_top10-median-phased_196ad71b,top10-median-phased,120,120,1183.7083,1142,682.5,1707.6,0.9417,119.2392,3.525,54.25,1920.0583,1700,1103.5,2870.9,47.0083,0.275,1.1167,0.271,7222.8417,695.0243,404.2717,755.9878,-3168.6524
general_topN-median-phased_1befba7c,topN-median-phased,120,120,1183.7083,1142,682.5,1707.6,0.9417,119.2392,3.525,54.25,1920.0583,1700,1103.5,2870.9,47.0083,0.275,1.1167,0.271,7222.8417,695.0243,404.2717,755.9878,-3168.6524
centered_candidate_000115_0bffc83e,centered-gaussian,120,120,1194.6333,1156.5,655.9,1801.3,0.8917,118.265,3.5667,55.45,1935.5167,1693.5,1080,2930.9,48.6833,0.3083,1.0833,0.2809,7189.5833,739.8153,441.7429,710.0924,-3171.4649
centered_candidate_000021_1628536e,centered-gaussian,120,120,1199.0917,1141.5,652.5,1879.4,0.925,118.3962,3.5667,55.3917,1951.825,1810.5,1092.6,2946.3,48.425,0.225,1.125,0.2755,7291.5333,753.329,437.8291,715.9355,-3173.2112
centered_candidate_000019_520c0d5c,centered-gaussian,120,120,1202.7083,1184.5,658.8,1863.3,0.925,118.4821,3.6,55.7,1971.6167,1700.5,1116,3043.6,48.95,0.2583,1.1,0.2853,7273.85,773.4475,443.5382,729.2762,-3174.0281
centered_candidate_000087_bc3bc7cb,centered-gaussian,120,120,1195.6917,1137,669.8,1853.4,0.9333,118.6087,3.575,55.2,1954.3083,1708,1104,2926,47.8083,0.2667,1.1083,0.2795,7263,759.4483,440.7132,724.2758,-3180.7698
search_candidate_000100_cde830f8,random-phased,120,120,1224.5,1169,689.5,1794.7,0.8833,118.5171,3.6333,56.95,2023.9583,1756.5,1132.6,3083.4,50.7417,0.2833,1.075,0.3023,7358.925,797.8583,441.3526,733.6708,-3188.7558
centered_candidate_000056_02560428,centered-gaussian,120,120,1206.925,1132,671.8,1878.7,0.8833,118.3725,3.625,55.7667,1952.0417,1713.5,1096.5,2976.7,50.9833,0.3167,1.075,0.2905,7271.2583,770.1495,452.8562,711.4252,-3220.615
centered_candidate_000057_0c0dbaba,centered-gaussian,120,120,1198.9,1139.5,681,1797.4,0.9167,119.0117,3.5583,55.3083,1954.475,1735.5,1118,2973.2,47.375,0.2917,1.1417,0.2564,7339.025,735.7764,428.0005,750.1118,-3237.6443
centered_candidate_000068_c0f84309,centered-gaussian,120,120,1187.9833,1097,666.7,1850.3,0.9083,118.3242,3.5667,55.025,1928.2583,1725.5,1089.2,2855.3,50.2167,0.2833,1.0917,0.2828,7296.5083,723.3474,443.1654,727.5263,-3252.3081
centered_candidate_000083_c3ac7066,centered-gaussian,120,120,1218.4583,1143.5,666.2,1931.7,0.8833,118.3017,3.6333,56.55,1939.1833,1705.5,1097.1,2918.8,49.1083,0.275,1.075,0.2986,7322.2,739.8793,450.4578,727.1604,-3284.9079
centered_candidate_000010_18ad1fe3,centered-gaussian,120,120,1210.2667,1148,682.1,1901.9,0.9083,118.8975,3.6333,55.65,1946.1083,1723.5,1120.5,2944.4,48.4417,0.3,1.1167,0.2731,7375.8917,732.3976,445.9594,754.3012,-3290.7064
centered_candidate_000043_6d0afc6f,centered-gaussian,120,120,1193.825,1146.5,674.3,1815.8,0.9083,118.5004,3.5333,55.45,1948.7667,1742.5,1120.7,2951.6,49.8083,0.25,1.1333,0.2806,7389.075,735.0939,436.2996,753.1531,-3291.8411
centered_candidate_000083_3084dd1c,centered-gaussian,120,120,1175.025,1120.5,641.5,1764.8,0.9,117.1617,3.5167,54.5417,1916.5583,1661.5,1103.5,2910.5,51.625,0.3,1.05,0.3044,7295.4917,782.1771,448.2305,712.4115,-3293.601
general_top5-average-phased_ebb9a879,top5-average-phased,120,120,1206.4667,1118,698.5,1795.7,0.925,118.8567,3.625,55.5417,1965.4417,1673.5,1104,3027,48.175,0.2917,1.1333,0.2674,7373.425,758.5111,425.3936,724.7444,-3301.3844
centered_candidate_000015_71ae750e,centered-gaussian,120,120,1217.5,1157,668.6,1929.3,0.875,118.4092,3.6083,56.6583,1960.6667,1747,1126.9,2987.3,50.3833,0.2833,1.0833,0.2949,7403.5917,742.6109,451.4729,755.5946,-3304.6661
centered_candidate_000062_ba776136,centered-gaussian,120,120,1202.7417,1128.5,660.1,1820,0.9167,118.7708,3.6167,55.6583,1972.5833,1715,1135.6,2950.9,50.825,0.2583,1.1083,0.2995,7439.5833,764.0965,446.1925,753.5517,-3319.0963
centered_candidate_000089_157a5b06,centered-gaussian,120,120,1189.8167,1154.5,658.5,1767.8,0.8833,117.9362,3.5333,55.4667,1940.9417,1709,1104,2975.5,51.5833,0.2417,1.05,0.3239,7367.1667,760.7903,437.2017,723.6049,-3322.9374
centered_candidate_000076_826d8e27,centered-gaussian,120,120,1227.4,1132,671.9,1963.4,0.9,118.3267,3.6833,56.6583,1955.05,1711.5,1089,2972.6,50.3167,0.3083,1.0833,0.2962,7392.4667,761.972,465.4885,708.014,-3336.6639
centered_candidate_000108_48f3aff6,centered-gaussian,120,120,1204.7083,1151.5,661.4,1856.8,0.875,117.5746,3.6333,55.95,1930.3833,1715,1102.6,2997,51.225,0.2833,1.0583,0.3109,7373.5917,773.521,454.104,715.8395,-3343.4804
centered_candidate_000003_6b6084b1,centered-gaussian,120,120,1208.9667,1153.5,690.3,1853.3,0.8917,118.4562,3.6333,56.075,1969.2333,1721,1104,2996,49.95,0.25,1.1,0.3002,7437.675,767.0965,437.1083,720.4517,-3355.618
centered_candidate_000046_9653c9b6,centered-gaussian,120,120,1216.325,1172.5,674.9,1847.5,0.9,117.5854,3.5833,57.0083,1943.575,1684.5,1079.5,3025.7,49.8583,0.2167,1.1,0.3078,7379.175,783.4054,451.5833,687.7973,-3358.0905
centered_candidate_000077_fd0b8ba4,centered-gaussian,120,120,1224.075,1172,650.4,1918.8,0.8667,116.9188,3.6583,57.2833,1971.5417,1741.5,1102.8,3073.5,52.2833,0.275,1.075,0.315,7443.2417,797.091,467.2612,704.2545,-3365.0858
centered_candidate_000078_0b592f4a,centered-gaussian,120,120,1177.2833,1159.5,658.7,1821.5,0.9167,118.3688,3.4833,54.6,1926.65,1693,1104,2884,51.1083,0.2917,1.0667,0.3142,7414.125,732.7135,416.9322,737.6432,-3372.713
centered_candidate_000022_06e4e127,centered-gaussian,120,120,1198.8667,1148,659.5,1857.9,0.9333,118.705,3.575,55.5833,1944.65,1725,1117.8,2996.7,50.8167,0.2667,1.1333,0.2823,7468.3917,748.2641,444.2238,743.668,-3375.1614
centered_candidate_000020_8f2aad21,centered-gaussian,120,120,1198.1583,1142.5,676.1,1810.7,0.9417,118.6696,3.5917,55.3,1945.7417,1725,1104,2969.7,49.2083,0.2,1.1667,0.2815,7471.875,734.0943,426.636,736.9529,-3383.0094
centered_candidate_000086_eb42ab34,centered-gaussian,120,120,1214.025,1176,660.6,1849,0.925,119.3429,3.6,56.2083,1991.4167,1778,1129.8,2987.8,49.4583,0.225,1.1583,0.2727,7563.1167,746.853,433.693,756.3735,-3391.0453
centered_candidate_000010_1712641b,centered-gaussian,120,120,1200.8417,1121,658.9,1818.4,0.9583,118.8192,3.5917,55.625,1944.7083,1718,1097.1,2918.2,49.4917,0.2667,1.1417,0.2899,7481.6167,732.6536,437.0914,730.7732,-3394.327
centered_candidate_000046_e8753c40,centered-gaussian,120,120,1213.4417,1181,652.4,1827.6,0.8833,118.9537,3.6167,56.5083,1957.7167,1738.5,1101.5,2998.9,50.3,0.275,1.1167,0.2875,7508.5917,738.838,449.8676,732.081,-3432.6421
centered_candidate_000013_9fb7d0ec,centered-gaussian,120,120,1212.3083,1163.5,678.9,1824.1,0.925,118.7529,3.6,56.4333,1983.05,1752.5,1103.5,3116,50.1583,0.2333,1.15,0.2864,7561.2917,761.9951,438.8304,722.5025,-3432.8912
search_candidate_000005_171a583e,random-phased,120,120,1119.1,1040.5,657.8,1731.9,0.8417,117.1621,3.2333,52.2083,1802.5333,1555,1056,2764.2,49.5,0.2917,1,0.3257,7211.4667,690.4242,401.6298,710.7879,-3434.8424
centered_candidate_000119_6fce4ecb,centered-gaussian,120,120,1203.775,1166,631.6,1889.4,0.8417,117.4821,3.6167,55.8333,1941.8833,1725.5,1104,3025.7,53.125,0.3167,1.0417,0.3203,7466.6,770.181,467.771,718.9095,-3434.9514
centered_candidate_000069_2074c8f2,centered-gaussian,120,120,1210.5083,1120,641.9,1874.1,0.8667,117.6079,3.625,56.2917,1946.1667,1719.5,1108.5,2940.4,51.45,0.3167,1.1083,0.2889,7492.5667,769.3536,461.0977,723.8232,-3443.452
centered_candidate_000094_d9c41ffb,centered-gaussian,120,120,1213.4,1140.5,654.9,1841.5,0.9083,117.6075,3.6,56.3583,1961.1833,1685,1091.8,2965.7,50.2667,0.275,1.1083,0.305,7511.3833,808.5495,467.964,687.5252,-3460.9483
centered_candidate_000047_f7d50a16,centered-gaussian,120,120,1209.225,1172.5,665.3,1856.5,0.8917,118.3196,3.6167,56.125,1951.6,1742.5,1101.6,2950.4,50.2833,0.2667,1.15,0.2841,7542.875,744.6154,445.027,729.2923,-3467.3732
centered_candidate_000059_95c61f6f,centered-gaussian,120,120,1199.6583,1182.5,667,1800.2,0.8917,118.2329,3.575,56.0333,1946.2667,1754,1113,2904.3,50.3333,0.2583,1.125,0.2957,7556.8,736.574,442.9137,744.713,-3470.9574
centered_candidate_000099_4ed127d8,centered-gaussian,120,120,1208.3833,1135.5,687.8,1875.5,0.9167,118.7004,3.6417,55.6833,1957.6083,1731.5,1110.3,2998.1,50.1,0.25,1.15,0.2884,7566.8667,761.5346,442.8708,729.5327,-3473.0885
centered_candidate_000038_5e616b96,centered-gaussian,120,120,1232.6083,1196.5,670.5,1902.7,0.8917,118.1579,3.6667,57.3417,1964,1696,1108.5,3008.2,49.5083,0.2417,1.15,0.286,7550.9417,773.8439,455.2273,721.578,-3483.6927
centered_candidate_000034_9183ae6b,centered-gaussian,120,120,1211.0417,1146.5,659.2,1877.7,0.9417,118.9225,3.6,56.1417,1947.6333,1682,1125.8,2922.9,50.5583,0.225,1.1583,0.2862,7590.65,735.8389,431.4739,757.8806,-3504.1272
centered_candidate_000072_d1bfd5db,centered-gaussian,120,120,1184.5917,1125.5,678.3,1827.6,0.9,118.7,3.4833,55.25,1946.025,1702,1104,2933.6,49.9333,0.2333,1.1417,0.2919,7562.2083,738.992,436.0023,734.504,-3505.8825
centered_candidate_000106_3f228a91,centered-gaussian,120,120,1196.9667,1150.5,685.5,1844.3,0.9,118.0671,3.5583,55.7083,1936.15,1679.5,1080,2974.8,50.5583,0.25,1.1417,0.2871,7534.2917,749.7101,439.8571,705.1449,-3519.3627
search_candidate_000012_f4bfcde2,random-phased,120,120,1179.4917,1166,666.9,1765,0.9417,119.0138,3.475,54.825,1919.6583,1674.5,1116.6,2843,50.6833,0.2417,1.15,0.291,7571.3833,698.3664,417.5937,767.4168,-3520.1983
centered_candidate_000086_2ecf53a4,centered-gaussian,120,120,1222.0917,1126.5,663.6,1839.2,0.85,116.9829,3.7083,57.075,1942.35,1734.5,1099,2992.6,51.7083,0.2667,1.0917,0.314,7556.675,776.9212,464.6963,710.5394,-3520.5671
centered_candidate_000118_7f74a973,centered-gaussian,120,120,1191.9417,1112,649.5,1851.1,0.9167,118.1437,3.5917,55.1583,1931.0833,1675,1104,2881.8,51.4667,0.25,1.1333,0.2942,7561.2,752.9533,439.1103,727.5233,-3526.3787
centered_candidate_000111_a6edb269,centered-gaussian,120,120,1210.6917,1174,667.8,1855.1,0.8833,117.9038,3.5917,56.725,1945.575,1656,1080,3019.8,51.1,0.275,1.0833,0.3163,7536.2,774.8909,462.2874,692.5545,-3534.4474
search_candidate_000036_b90c6b9c,random-phased,120,120,1056.1,1000,657.8,1490.8,0.95,118.8892,3.05,47.675,1750.5917,1487,1080,2608.4,46.0083,0.225,1.125,0.2754,7312.1417,635.89,333.0459,762.055,-3542.639
centered_candidate_000004_68ba9fe0,centered-gaussian,120,120,1206.6583,1132.5,660.5,1824,0.8583,117.7571,3.6083,56.5833,1941.5417,1706.5,1098.3,2984.6,53.7167,0.3167,1.0667,0.322,7594.4333,758.5011,455.0162,719.0495,-3567.6851
centered_candidate_000087_e50a0fe4,centered-gaussian,120,120,1201.3917,1106.5,642,1908.1,0.925,118.71,3.5667,55.8167,1928.3417,1721,1082,2935,51.3833,0.275,1.1583,0.2785,7621.4667,717.7006,443.5294,723.1497,-3576.2951
