candidateId,strategyProfileHash,phaseId,startSeconds,endSeconds,runs,survivalRate,avgScoreGain,avgExpGain,avgLevelGain,avgKills,avgDamageDealt,avgDamageTaken,avgPickupsCollected,avgEnemiesSpawned,phaseFitnessScore
centered_candidate_000008_2a232308,fnv1a-fdaa367a,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000009_721eca71,fnv1a-4a9bd089,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000011_42f5f842,fnv1a-59469c06,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000013_eba8c8c9,fnv1a-cb0c3b5f,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000014_06eb3b09,fnv1a-19c18397,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000015_047bbc6c,fnv1a-8e3dcdf0,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000016_18295fc3,fnv1a-1f3e6c99,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000017_67af70ef,fnv1a-8470e72a,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000018_ac246baf,fnv1a-61747fa9,0-30,0,30,3,1,158,0.6667,0,1,20,0,0.6667,32,1.6
centered_candidate_000019_353eadd0,fnv1a-d34d6c86,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000020_5f99bc6d,fnv1a-5c9dcc0c,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000021_1563bc89,fnv1a-2743d963,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000022_715c094f,fnv1a-c5706611,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000023_88ff0fa3,fnv1a-6234ca50,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000024_0fdda476,fnv1a-e2e3e69b,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000026_b356d862,fnv1a-436e79f7,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000028_d6274223,fnv1a-4af7a52e,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000029_501f833d,fnv1a-28888ca6,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000031_76ae461c,fnv1a-d5818c0c,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000032_ae9c7ab6,fnv1a-9ef5bd1b,0-30,0,30,3,1,158,0.6667,0,1,26.6667,0,0.6667,32,1.6
centered_candidate_000033_ef5c79af,fnv1a-13695c20,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000034_9721f6a1,fnv1a-543bc4c5,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000035_ba7d2b9f,fnv1a-13903ba5,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000037_aa41c436,fnv1a-76037732,0-30,0,30,3,1,158,0.6667,0,1,20,0,0.6667,32,1.6
centered_candidate_000038_00b17a50,fnv1a-ee00bba9,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000039_3f742b26,fnv1a-326789a7,0-30,0,30,3,1,158,0.6667,0,1,23.3333,0,0.6667,32,1.6
centered_candidate_000040_2da5051f,fnv1a-9d034b70,0-30,0,30,3,1,154,0.6667,0,0.6667,16.6667,0,0.6667,32,1.3334
balanced_default,fnv1a-407f57e7,0-30,0,30,3,1,157.6667,0.3333,0,1,26.6667,0,0.3333,32,1.2
balanced_default,fnv1a-407f57e7,30-60,30,60,3,1,385,14,1,18.6667,437,4,14,50,154.2067
centered_candidate_000004_ef747119,fnv1a-c0e3ea54,30-60,30,60,3,1,372.6667,11,1,18,414,3.8,11,50,150.44
centered_candidate_000003_710df30f,fnv1a-ee95f441,30-60,30,60,3,1,397,14,1,20,446.6667,7.4,14,50,149.6133
centered_candidate_000010_af384b9f,fnv1a-270d5369,30-60,30,60,3,1,368.6667,11.6667,1,17.6667,428.3333,5,11.6667,50,148.9001
centered_candidate_000020_5f99bc6d,fnv1a-5c9dcc0c,30-60,30,60,3,1,360.3333,11.3333,1,17,394.6667,4.8,11.3333,50,147.5866
centered_candidate_000012_3511e82b,fnv1a-d110ee85,30-60,30,60,3,1,360,12.3333,1,17,414.3333,6,12.3333,50,146.82
centered_candidate_000013_eba8c8c9,fnv1a-cb0c3b5f,30-60,30,60,3,1,387,13.6667,1,19.3333,428.3333,8.8,13.6667,50,145.7267
centered_candidate_000029_501f833d,fnv1a-28888ca6,30-60,30,60,3,1,350.6667,10.6667,1,16.3333,402,5.2,10.6667,50,145.68
centered_candidate_000016_18295fc3,fnv1a-1f3e6c99,30-60,30,60,3,1,369.6667,11.3333,1,18,410,6.8,11.3333,50,145.2933
centered_candidate_000002_980cc24b,fnv1a-62eed3e5,30-60,30,60,3,1,359.6667,13.3333,1,17,424.6667,7.6,13.3333,50,145.1466
centered_candidate_000008_2a232308,fnv1a-fdaa367a,30-60,30,60,3,1,382.6667,13.6667,1,19,430,9,13.6667,50,145.0667
centered_candidate_000033_ef5c79af,fnv1a-13695c20,30-60,30,60,3,1,350.6667,11,1,16.3333,389.6667,5.8,11,50,144.6866
centered_candidate_000036_8e6074a7,fnv1a-4532332a,30-60,30,60,3,1,374.3333,13.6667,1,18.3333,440,9,13.6667,50,144.6
centered_candidate_000025_f3769969,fnv1a-deb359d7,30-60,30,60,3,1,367,13.3333,1,17.6667,400,8.2,13.3333,50,144.24
centered_candidate_000011_42f5f842,fnv1a-59469c06,30-60,30,60,3,1,373.6667,13,1,18.3333,450,9,13,50,144.1333
centered_candidate_000032_ae9c7ab6,fnv1a-9ef5bd1b,30-60,30,60,3,1,362,12.3333,1,17.3333,437,8,12.3333,50,144.0066
centered_candidate_000037_aa41c436,fnv1a-76037732,30-60,30,60,3,1,378.6667,14.3333,1,18.6667,430,10,14.3333,50,143.6
centered_candidate_000026_b356d862,fnv1a-436e79f7,30-60,30,60,3,1,354,12,1,16.6667,392.3333,7.6,12,50,142.8334
centered_candidate_000030_65761f26,fnv1a-ca933332,30-60,30,60,3,1,371.6667,12.6667,1,18.3333,462.3333,10,12.6667,50,142.2467
centered_candidate_000005_c1a24536,fnv1a-0423ee2e,30-60,30,60,3,1,364.3333,12.3333,1,17.6667,412,9.4,12.3333,50,141.32
centered_candidate_000015_047bbc6c,fnv1a-8e3dcdf0,30-60,30,60,3,1,364,12,1,17.6667,423.3333,9.4,12,50,141.2134
centered_candidate_000038_00b17a50,fnv1a-ee00bba9,30-60,30,60,3,1,378.6667,12.3333,1,19,430,10.8,12.3333,50,140.4933
centered_candidate_000006_37069234,fnv1a-ec66720d,30-60,30,60,3,1,356,12.3333,1,17,411,9.6,12.3333,50,140.2733
centered_candidate_000019_353eadd0,fnv1a-d34d6c86,30-60,30,60,3,1,359,11.3333,1,17.3333,399,9.2,11.3333,50,140.0866
centered_candidate_000021_1563bc89,fnv1a-2743d963,30-60,30,60,3,1,359.6667,12.3333,1,17.3333,393.3333,9.8,12.3333,50,139.8933
centered_candidate_000035_ba7d2b9f,fnv1a-13903ba5,30-60,30,60,3,1,365.6667,11.6667,1,18,424,10.6,11.6667,50,139.0667
centered_candidate_000007_3baeb629,fnv1a-4d50f3e8,30-60,30,60,3,1,346.6667,11.6667,1,16.3333,397.3333,9.8,11.6667,50,138.3067
centered_candidate_000027_ed20b9f5,fnv1a-2668bb9f,30-60,30,60,3,1,366.3333,13.3333,1,18,443,12.2,13.3333,50,138.2333
centered_candidate_000034_9721f6a1,fnv1a-543bc4c5,30-60,30,60,3,1,361,11.3333,1,17.6667,427,10.8,11.3333,50,138.1
centered_candidate_000024_0fdda476,fnv1a-e2e3e69b,30-60,30,60,3,1,380,12,1,19.3333,449.3333,12.4,12,50,138
centered_candidate_000040_2da5051f,fnv1a-9d034b70,30-60,30,60,3,1,352.3333,12.6667,1,17,416.6667,13,12.6667,50,134.6
centered_candidate_000039_3f742b26,fnv1a-326789a7,30-60,30,60,3,1,378.6667,13.3333,1,19.3333,443.6667,15.2,13.3333,50,134.1799
centered_candidate_000014_06eb3b09,fnv1a-19c18397,30-60,30,60,3,1,345.6667,10,1,16.6667,402,11.8,10,50,133.4667
centered_candidate_000001_d8f7ec90,fnv1a-6c4d9593,30-60,30,60,3,1,377.3333,12.6667,1,19.3333,447.6667,15.6,12.6667,50,132.8733
centered_candidate_000023_88ff0fa3,fnv1a-6234ca50,30-60,30,60,3,1,347,12,1,16.6667,390,13.2,12,50,132.7067
centered_candidate_000009_721eca71,fnv1a-4a9bd089,30-60,30,60,3,1,355.6667,14,1,17.3333,431,15.2,14,50,132.5933
centered_candidate_000028_d6274223,fnv1a-4af7a52e,30-60,30,60,3,1,373,14.3333,1,19,449,18,14.3333,50,129.9133
centered_candidate_000018_ac246baf,fnv1a-61747fa9,30-60,30,60,3,1,367.6667,13.6667,1,18.6667,431.3333,18.2,13.6667,50,128.2001
centered_candidate_000017_67af70ef,fnv1a-8470e72a,30-60,30,60,3,1,354.3333,11.6667,1,17.6667,429.3333,16.8,11.6667,50,127.6801
centered_candidate_000031_76ae461c,fnv1a-d5818c0c,30-60,30,60,3,1,358,12,1,18,430,17.6,12,50,126.92
centered_candidate_000022_715c094f,fnv1a-c5706611,30-60,30,60,3,1,365.6667,13.3333,1,19.3333,457.3333,25.8,13.3333,50,115.3733
