candidateId,strategyVariantId,runs,scenarioCount,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,scoreStdDev,consistencyScore,generalFitnessScore
general_top1-phased_a12eba11,top1-phased,240,240,1041.6667,1041.5,649.8,1491.4,0.9792,119.3144,3.1708,43.7292,43.4458,0.325,0.9667,0.2408,6070.5833,322.3218,488.6391,-3073.6244
search_candidate_000162_439d68a4,random-phased,240,240,1041.6667,1041.5,649.8,1491.4,0.9792,119.3144,3.1708,43.7292,43.4458,0.325,0.9667,0.2408,6070.5833,322.3218,488.6391,-3073.6244
centered_candidate_000185_7d346547,centered-gaussian,240,240,1037.0333,1022.5,668.5,1494.6,0.975,119.6835,3.1167,43.9,45.8042,0.2833,0.9625,0.2559,6192.5917,322.2483,507.3759,-3198.958
general_top1-phased_052666b9,top1-phased,240,240,1037.0333,1022.5,668.5,1494.6,0.975,119.6835,3.1167,43.9,45.8042,0.2833,0.9625,0.2559,6192.5917,322.2483,507.3759,-3198.958
general_top10-median-phased_7fc4cabe,top10-median-phased,240,240,1031.8042,1023.5,638.5,1452.8,0.9625,119.3504,3.0917,43.6,45.6167,0.2833,0.9667,0.2514,6181.6042,318.2563,479.3718,-3228.4013
general_topN-median-phased_0ff898e5,topN-median-phased,240,240,1031.8042,1023.5,638.5,1452.8,0.9625,119.3504,3.0917,43.6,45.6167,0.2833,0.9667,0.2514,6181.6042,318.2563,479.3718,-3228.4013
centered_candidate_000064_60e4f1e2,centered-gaussian,240,240,1034.4875,1024,690.8,1489.9,0.9792,119.7738,3.1167,43.6,45.4333,0.2833,1,0.2397,6244.0208,313.8363,533.8818,-3228.4939
general_top1-phased_82ffd2fb,top1-phased,240,240,1034.4875,1024,690.8,1489.9,0.9792,119.7738,3.1167,43.6,45.4333,0.2833,1,0.2397,6244.0208,313.8363,533.8818,-3228.4939
centered_candidate_000036_9be4ec2a,centered-gaussian,240,240,1021.0583,999,625.8,1442.1,0.9458,119.056,3.0542,43.4375,46.6458,0.3333,0.9583,0.2488,6170.8333,325.4442,463.0779,-3268.8905
centered_candidate_000037_9470253d,centered-gaussian,240,240,1030.5208,1020,648.9,1461.5,0.9667,119.5463,3.0792,43.7,45.225,0.3083,1,0.2361,6233.5833,314.7654,491.5173,-3270.2289
centered_candidate_000217_8a2eed32,centered-gaussian,240,240,1033.3625,1027,646.9,1467.6,0.9542,119.4169,3.1167,43.7375,45.8,0.3042,0.9833,0.2491,6292.6833,324.0442,484.8779,-3338.943
general_top1-phased_18de77ba,top1-phased,240,240,1033.3625,1027,646.9,1467.6,0.9542,119.4169,3.1167,43.7375,45.8,0.3042,0.9833,0.2491,6292.6833,324.0442,484.8779,-3338.943
general_top10-average-phased_1a79a32f,top10-average-phased,240,240,1037.1417,1007,660.2,1486.6,0.975,119.8458,3.1542,43.6167,45.8583,0.2958,0.9958,0.2481,6337.1708,316.7629,501.8186,-3356.7217
centered_candidate_000040_c3f12d61,centered-gaussian,240,240,1037.5875,1035.5,643.7,1460.7,0.9667,119.4306,3.1583,43.7,45.9667,0.3042,0.9875,0.2567,6351.425,309.989,488.7055,-3376.4586
centered_candidate_000150_24ab36ca,centered-gaussian,240,240,1027.5875,1016.5,644.5,1487.3,0.9583,119.1196,3.1042,43.2042,45.1792,0.3125,0.9833,0.2529,6334.8625,317.3655,485.8173,-3388.5648
centered_candidate_000179_025f37b6,centered-gaussian,240,240,1013.8167,1009,631.9,1398,0.9583,119.1021,3.05,42.6875,46.2167,0.2875,0.975,0.2558,6318.2667,312.4158,475.6921,-3398.5798
centered_candidate_000098_98d91250,centered-gaussian,240,240,1027.2,1017.5,653.9,1404.6,0.975,119.5448,3.1,43.225,45.2708,0.3125,1.0125,0.2458,6377.6958,317.9683,494.9159,-3407.2195
centered_candidate_000088_70d72123,centered-gaussian,240,240,1009.3667,1004.5,634.3,1396.1,0.9667,119.3933,3.0125,42.6875,44.175,0.3,1,0.2438,6339.6458,303.8893,482.3554,-3414.7004
centered_candidate_000043_cf6fc9e9,centered-gaussian,240,240,1027.1208,1018.5,629.6,1448.5,0.95,119.311,3.1083,43.225,45.4875,0.2958,0.9917,0.254,6359.9458,314.2044,472.4978,-3432.7359
centered_candidate_000171_4fba95ff,centered-gaussian,240,240,1025.8292,1002,649,1470.2,0.9583,119.6254,3.075,43.2875,45.5333,0.3,1,0.2514,6376.2042,320.3042,488.8479,-3435.9025
centered_candidate_000184_74f90d7f,centered-gaussian,240,240,1045.8833,1025.5,631.8,1490.4,0.9583,119.3152,3.1708,44.4958,47.125,0.3042,0.9792,0.263,6396.5,340.0127,461.7937,-3442.0959
centered_candidate_000121_b3cd88cf,centered-gaussian,240,240,1044.6083,1030.5,655.3,1519.4,0.9583,119.1856,3.15,44.2083,46.7958,0.2792,1.0125,0.255,6433.0833,321.9613,494.3193,-3455.0439
centered_candidate_000145_affe27a7,centered-gaussian,240,240,1025.175,1001.5,640.7,1471.9,0.9708,119.596,3.0667,43.2917,45.3042,0.3042,1.0167,0.2446,6405.9125,315.1343,483.1328,-3459.621
centered_candidate_000118_1d3ced7a,centered-gaussian,240,240,1019.5208,1007.5,629.5,1438,0.925,118.6283,3.1,42.9292,48.1042,0.3208,0.9458,0.2778,6357.5292,312.7615,473.1192,-3468.2106
centered_candidate_000061_ae8bda31,centered-gaussian,240,240,1048.0583,1007,641.7,1526,0.95,119.029,3.175,44.5417,47.0208,0.3,0.9708,0.2679,6420.4,341.7139,470.8431,-3473.8244
centered_candidate_000191_ba3dfc0a,centered-gaussian,240,240,1031.7583,1033,639.8,1452,0.9458,119.4165,3.1125,43.6208,45.15,0.2833,1.0167,0.2476,6430.5917,314.009,482.7955,-3487.4618
general_top5-average-phased_b1f91bd0,top5-average-phased,240,240,1035.0542,1015,653.2,1431.5,0.9542,119.4904,3.1458,43.475,45.9083,0.3,0.9875,0.2611,6448.3208,316.4166,494.9917,-3492.3233
centered_candidate_000003_e95a5b6f,centered-gaussian,240,240,1038.1958,1041.5,623.2,1520.4,0.95,118.7821,3.1542,43.8167,45.0708,0.3125,1.0125,0.2492,6436.4375,333.5588,456.4206,-3495.6434
centered_candidate_000114_083255ab,centered-gaussian,240,240,1044.5875,1034,660.9,1513.2,0.9375,119.466,3.1792,44.1417,46.8958,0.3167,0.9875,0.2614,6458.0167,332.8367,494.4817,-3496.7765
search_candidate_000216_5787594e,random-phased,240,240,1042.4375,1029,640,1442.8,0.9542,118.8381,3.1833,43.9542,48.0042,0.3042,0.9708,0.2711,6455.5375,324.2914,477.8543,-3497.2916
centered_candidate_000116_6923e36c,centered-gaussian,240,240,1045.1375,1026,635.6,1526.1,0.9583,118.9921,3.15,44.2125,45.4208,0.325,1.0042,0.2575,6460.7125,343.37,463.915,-3504.4357
general_top10-average-phased_5859db7d,top10-average-phased,240,240,1032.9333,1024,648.8,1488.2,0.9583,119.1031,3.1333,43.5708,46.3,0.2667,0.9917,0.2697,6481.6167,312.986,492.307,-3521.9072
general_top5-average-phased_e1c66bb3,top5-average-phased,240,240,1043.3708,1025,646,1495.8,0.9667,119.511,3.1625,43.9417,45.0958,0.2833,1.0125,0.2563,6494.6833,333.081,479.4595,-3521.962
general_top5-average-phased_96df697e,top5-average-phased,240,240,1036.9625,1032,661.1,1485.4,0.9667,119.381,3.15,43.9125,46.8042,0.3042,1.025,0.2507,6513.2958,318.9233,501.6383,-3528.5713
centered_candidate_000193_8b6ebf70,centered-gaussian,240,240,1047.1125,1038.5,655.7,1504.7,0.975,119.4258,3.1833,44.1958,45.4333,0.3083,1.0292,0.248,6532.1042,331.0802,490.1599,-3532.3977
centered_candidate_000150_89106f7a,centered-gaussian,240,240,1035.0792,1033.5,645.9,1481.2,0.9375,118.6252,3.1292,44.0375,46.7042,0.2958,0.9833,0.2736,6483.5333,328.1104,481.8448,-3543.1062
centered_candidate_000073_2d8adbde,centered-gaussian,240,240,1019.8667,1026,626.8,1420,0.9583,119.3869,3.0667,43.2292,46.3958,0.3083,1.0125,0.2552,6491.8708,307.6165,472.9917,-3560.7541
centered_candidate_000015_6b6ff885,centered-gaussian,240,240,1035.3417,1025,636.9,1440.4,0.9708,119.4479,3.1583,43.5083,46.7833,0.3,1.0333,0.2455,6528.0375,312.8881,480.4559,-3562.4201
centered_candidate_000159_11a049a3,centered-gaussian,240,240,1027.2458,1027,622.9,1436,0.925,118.5533,3.1125,43.375,46.9375,0.3125,0.9792,0.2712,6464.6542,322.9735,461.4132,-3565.183
centered_candidate_000198_47985f8a,centered-gaussian,240,240,1025.5,1011,654.3,1454.2,0.9708,119.4023,3.1208,43.2875,47.6042,0.2958,1.0167,0.2542,6527.1042,317.1597,495.7202,-3565.2628
centered_candidate_000185_44354997,centered-gaussian,240,240,1035,1029.5,640,1496.5,0.9667,119.4229,3.1417,43.7083,47.3708,0.2708,1.025,0.2561,6526.9708,333.5814,473.2093,-3565.2705
centered_candidate_000153_3ca351ba,centered-gaussian,240,240,1040.15,1033,625.7,1494.3,0.9542,118.7498,3.1708,44.2542,48.3583,0.3375,0.9917,0.27,6515.7667,338.7609,456.3196,-3572.1422
centered_candidate_000190_d884fd23,centered-gaussian,240,240,1026.2542,1013.5,643.2,1439.1,0.9625,119.5531,3.0917,43.3417,46.0208,0.2958,1.0125,0.2569,6520.0333,314.3115,486.0443,-3572.8315
centered_candidate_000152_c23e196b,centered-gaussian,240,240,1025.1458,1014.5,606.9,1468.7,0.9542,119.0565,3.0667,43.7375,47.3208,0.2958,0.9875,0.2698,6486.1625,321.0029,446.3985,-3578.2806
centered_candidate_000056_9696c525,centered-gaussian,240,240,1035.8125,997,647,1507.5,0.9542,119.0917,3.1375,43.9208,47.3958,0.3125,1.0083,0.2586,6524.1583,335.408,479.296,-3585.1608
centered_candidate_000046_ec407de8,centered-gaussian,240,240,1034.05,1015.5,661.5,1458.2,0.9667,119.4227,3.125,43.4708,45.8292,0.2667,1.025,0.257,6558.8583,331.2691,495.8655,-3587.4455
centered_candidate_000182_b839a7d2,centered-gaussian,240,240,1024.0833,1022,623.6,1470.7,0.9333,118.5623,3.1458,43.1625,47.2583,0.2917,0.9917,0.2685,6491.6917,325.5136,460.8432,-3589.4977
centered_candidate_000174_3967e2d6,centered-gaussian,240,240,1026.875,1016,651.7,1437.2,0.9708,119.5175,3.1,43.2125,46.2167,0.2708,1.0333,0.2539,6561.35,313.591,494.9045,-3596.9999
centered_candidate_000155_ec9600b7,centered-gaussian,240,240,1036.95,1006.5,678.7,1501,0.9667,119.3308,3.1292,43.9583,46.3625,0.2833,1.0208,0.2561,6583.7333,323.6597,516.8701,-3598.6386
centered_candidate_000019_2c75b07d,centered-gaussian,240,240,1022.7667,1000.5,647.8,1423.1,0.95,118.9883,3.075,43.3167,47.4292,0.3083,1.0042,0.2621,6529.9583,319.3161,488.142,-3602.5649
centered_candidate_000151_6e73a0c8,centered-gaussian,240,240,1013.7458,988.5,639.6,1439.1,0.975,119.7094,3.0458,42.7625,46.3625,0.3,1.0167,0.2558,6541.3333,305.711,486.7445,-3607.7997
centered_candidate_000188_3971b64a,centered-gaussian,240,240,1029.4792,1010.5,651.6,1501.6,0.9708,119.3723,3.1167,43.5958,47.0375,0.2667,1.0292,0.2562,6572.7667,321.6429,490.7786,-3610.2527
centered_candidate_000083_e463158e,centered-gaussian,240,240,1039.5833,1010,641.8,1474.7,0.95,119.1744,3.1333,44.1167,46.2958,0.2958,1.0042,0.2649,6551.8125,332.8425,475.3787,-3610.3577
general_top5-average-phased_598d41b2,top5-average-phased,240,240,1038.1792,1015.5,656.9,1524.1,0.9583,119.4729,3.1333,43.9083,46.4083,0.2625,1.0292,0.2591,6575.525,327.9826,492.9087,-3611.339
centered_candidate_000158_dbd871a9,centered-gaussian,240,240,1021.5083,1006,639.9,1464.4,0.9625,119.2683,3.0958,43.2833,47.35,0.325,1.025,0.2549,6548.1625,320.1311,479.8345,-3613.2604
centered_candidate_000074_10301c8c,centered-gaussian,240,240,1015.825,994,629,1472.8,0.9458,118.6996,3.0542,43.175,47.1,0.2958,0.9958,0.2648,6514.5958,324.5479,466.7261,-3617.6471
centered_candidate_000033_b535a525,centered-gaussian,240,240,1030.1,1017.5,629.7,1501.4,0.9708,119.6704,3.125,43.3292,45.9208,0.2792,1.0542,0.2416,6569.4,314.2728,472.5636,-3618.8112
centered_candidate_000191_4f9cbbee,centered-gaussian,240,240,1043.5833,1014.5,657,1492.1,0.975,119.7102,3.1792,43.975,46.6375,0.2792,1.0417,0.2536,6609.7292,325.8012,494.0994,-3623.4561
centered_candidate_000183_cb2a48c5,centered-gaussian,240,240,1006.2458,1003.5,628.6,1388.8,0.9458,118.6783,3.0417,42.3792,45.6292,0.3125,0.9958,0.2684,6517,317.8592,469.6704,-3623.8627
centered_candidate_000089_205a1b28,centered-gaussian,240,240,1040.4333,1017,660.4,1523.2,0.9458,119.2177,3.1292,44.2083,46.8708,0.2792,1.0375,0.2533,6590.425,321.95,499.425,-3631.7283
centered_candidate_000065_b5e47b96,centered-gaussian,240,240,1035.2625,1009,660.9,1537.3,0.9583,119.379,3.1083,43.9542,46.8167,0.3,1.0125,0.2669,6595.1,335.0451,493.3774,-3635.2932
centered_candidate_000144_16c4c9a2,centered-gaussian,240,240,1038.5583,1013,649.9,1482.4,0.9875,119.9269,3.1208,43.9167,45.9875,0.2958,1.0417,0.2545,6633.6833,321.3984,489.2008,-3645.4847
centered_candidate_000078_d745a4c1,centered-gaussian,240,240,999.3,995,635.6,1371.2,0.9292,118.4406,3.0292,42.2208,48.8542,0.3292,0.9667,0.2809,6522.1417,301.0288,485.0856,-3647.9008
centered_candidate_000135_3f72b793,centered-gaussian,240,240,1016.8458,1013.5,636.9,1387.5,0.9667,119.4037,3.0583,42.9875,46.1417,0.3125,1.0333,0.2512,6592.7,307.4765,483.1618,-3654.4128
centered_candidate_000132_16203cf2,centered-gaussian,240,240,1024.4625,1013,642.6,1448.4,0.9708,119.4346,3.1083,43.2083,47.1583,0.2792,1.0208,0.2662,6612.1542,321.4115,481.8942,-3660.5606
centered_candidate_000056_4458c8d3,centered-gaussian,240,240,1036.3458,1032,642.8,1490.3,0.9625,119.2769,3.1583,43.75,46.9625,0.2708,1.0375,0.2642,6634.225,319.8685,482.8658,-3669.1129
centered_candidate_000076_db1d77b3,centered-gaussian,240,240,1031.2875,1016,669.7,1434.2,0.9667,119.4958,3.1167,43.725,46.9083,0.2708,1.0292,0.2605,6652.5833,314.0827,512.6586,-3673.6857
centered_candidate_000034_26dba44c,centered-gaussian,240,240,1015.5875,1009.5,632.9,1366.2,0.9625,119.4838,3.0583,42.8625,45.6458,0.2833,1.0292,0.2577,6608.625,295.622,485.089,-3678.5919
search_candidate_000124_980e2776,random-phased,240,240,1036.55,1026.5,652.9,1481.8,0.9708,119.6517,3.1417,43.8,47.3958,0.2833,1.0625,0.2481,6659.9667,314.6524,495.5738,-3679.9438
centered_candidate_000134_003a88b5,centered-gaussian,240,240,1033.5208,1025.5,644.6,1464.1,0.9542,119.4852,3.1167,43.8458,47.2417,0.2792,1.0208,0.2636,6633.025,318.4027,485.3986,-3680.588
centered_candidate_000097_99ff14d8,centered-gaussian,240,240,1034.125,1018.5,634,1468.5,0.95,119.2665,3.1375,43.5667,46.0792,0.3125,1.0333,0.2515,6618.7,327.5489,470.2255,-3683.6348
general_top10-median-phased_47040e65,top10-median-phased,240,240,1037.5375,1027,646,1494.2,0.9292,118.8315,3.1583,43.8542,47.4167,0.2875,1.0042,0.271,6615.6875,327.2021,482.3989,-3684.1238
general_topN-median-phased_d2ec9aa8,topN-median-phased,240,240,1037.5375,1027,646,1494.2,0.9292,118.8315,3.1583,43.8542,47.4167,0.2875,1.0042,0.271,6615.6875,327.2021,482.3989,-3684.1238
centered_candidate_000201_0145b699,centered-gaussian,240,240,1033.8125,1034.5,636.6,1445.5,0.9583,119.0912,3.1208,43.8542,47.9292,0.2917,1.0667,0.2438,6641.2708,325.8329,473.6835,-3687.7616
centered_candidate_000053_99b4a648,centered-gaussian,240,240,1037.3917,1022.5,625.2,1472.6,0.9625,119.5198,3.1208,44.0042,46.8333,0.3,1.0167,0.2658,6641.3375,327.5479,461.426,-3695.5454
centered_candidate_000014_71e0eeb3,centered-gaussian,240,240,1016.3167,1009,627.7,1414.5,0.9417,118.6933,3.0875,43.1083,47.875,0.3208,1.0042,0.2657,6601.4792,326.7395,464.3302,-3702.1837
centered_candidate_000040_f1cb3329,centered-gaussian,240,240,1031.425,987,645.9,1463,0.9583,119.1652,3.1125,43.5667,46.2583,0.2792,1.0458,0.2561,6636.0625,335.6542,478.0729,-3703.215
general_top10-median-phased_ef469fa4,top10-median-phased,240,240,1028.9167,1015.5,638,1456.7,0.9542,118.8477,3.1042,43.6292,47.6083,0.3,1,0.2776,6650.175,322.2698,476.8651,-3713.3956
general_topN-median-phased_5bf5a557,topN-median-phased,240,240,1028.9167,1015.5,638,1456.7,0.9542,118.8477,3.1042,43.6292,47.6083,0.3,1,0.2776,6650.175,322.2698,476.8651,-3713.3956
centered_candidate_000109_e3976306,centered-gaussian,240,240,1045.2333,1022.5,647.3,1509.3,0.9542,119.2154,3.1542,44.4375,46.0833,0.2917,1.0542,0.2493,6682.5542,332.1539,481.223,-3720.495
centered_candidate_000154_232fce1e,centered-gaussian,240,240,1044.4333,1038.5,635.8,1512.4,0.95,119.0181,3.1792,44.3208,48.5792,0.2875,1.0375,0.2629,6677.0458,338.122,466.739,-3722.3469
centered_candidate_000066_ec1cf86f,centered-gaussian,240,240,1052.4042,1036.5,640.9,1499.7,0.9667,119.5298,3.1708,44.6875,47.9167,0.3,1.0417,0.2608,6706.3625,343.0734,469.3633,-3724.9364
centered_candidate_000178_79dd09f7,centered-gaussian,240,240,1022.1125,1017.5,630.2,1471.1,0.9542,119.3558,3.0917,43.1167,46.9292,0.2458,1.0542,0.2583,6660.225,313.732,473.334,-3733.7822
centered_candidate_000023_ff59eeed,centered-gaussian,240,240,1031.175,1003,635.6,1457.8,0.9625,119.5777,3.1,43.6167,47.4208,0.2583,1.0333,0.2633,6692.9875,318.5697,476.3152,-3753.0464
centered_candidate_000123_8b4e8e71,centered-gaussian,240,240,1026.9792,1020,648,1483.1,0.9583,119.4075,3.0917,43.4083,46.3875,0.2875,1.0583,0.257,6707.8708,314.0332,490.9834,-3756.965
centered_candidate_000118_065e9f2d,centered-gaussian,240,240,1029.75,1010,639,1495.2,0.9625,119.4083,3.1042,43.4042,46.6875,0.275,1.0625,0.2518,6706.125,322.2636,477.8682,-3762.1277
centered_candidate_000064_f71002c8,centered-gaussian,240,240,1033.675,1005,628.9,1468.3,0.9417,118.7765,3.1458,43.6958,47.9708,0.2958,1.0125,0.2703,6677.3167,332.6356,462.5822,-3762.8821
centered_candidate_000129_44ba1703,centered-gaussian,240,240,1021.6833,993.5,647.4,1440,0.9458,118.9777,3.0958,43.3625,46.6917,0.3,1.0292,0.2592,6681.8833,322.8178,485.9911,-3764.2602
centered_candidate_000047_5bb0f5ed,centered-gaussian,240,240,1033.9458,1030.5,647,1480.7,0.9625,119.199,3.1083,43.8,47.9417,0.2833,1.0625,0.2548,6733.8458,326.023,483.9885,-3769.7546
centered_candidate_000110_a700b047,centered-gaussian,240,240,1046.2125,1015.5,670.9,1495.5,0.9708,119.3912,3.175,44.25,47.4375,0.2667,1.0667,0.2562,6766.6625,333.1061,504.347,-3771.7679
centered_candidate_000086_7446dbce,centered-gaussian,240,240,1019.6333,978.5,625,1452.7,0.9375,118.5415,3.1083,43.2917,48.7333,0.2792,1.0042,0.2734,6654.55,328.8964,460.5518,-3773.9459
centered_candidate_000133_53f3f822,centered-gaussian,240,240,1032.475,1022.5,629.4,1471.4,0.9458,118.891,3.1333,43.7292,47.9917,0.2708,1.0167,0.2745,6715.0833,335.7559,461.522,-3789.1562
centered_candidate_000070_543f5bdb,centered-gaussian,240,240,1025.7708,1011,635,1473.6,0.9458,119.3838,3.1042,43.2875,46.4083,0.2958,1.0458,0.2568,6710.4417,325.2697,472.3651,-3790.3914
centered_candidate_000044_fd2972ad,centered-gaussian,240,240,1021.0875,1024,628.6,1424.3,0.9625,119.4765,3.0833,43.1625,47.6333,0.3042,1.0542,0.2576,6726.8417,311.2743,472.9628,-3790.629
centered_candidate_000212_606f8746,centered-gaussian,240,240,1024.4583,1009,640.8,1466.8,0.9542,119.0465,3.0958,43.3292,47.0917,0.3042,1.0292,0.2658,6723.8167,313.3789,484.1105,-3790.7275
centered_candidate_000210_0517ebe3,centered-gaussian,240,240,1021.0375,1014.5,640.8,1470.3,0.9542,119.2121,3.0917,43.1625,47.8625,0.2708,1.0167,0.2749,6723.4167,315.7878,482.9061,-3791.4801
centered_candidate_000214_1fb4a5e0,centered-gaussian,240,240,1034.9083,1019,625.3,1507.5,0.9583,119.4433,3.1292,43.8042,46.5167,0.2708,1.0667,0.2526,6735.1708,331.375,459.6125,-3798.4642
centered_candidate_000052_b8875627,centered-gaussian,240,240,1036.6583,1013.5,644.9,1452.4,0.9792,119.7429,3.15,43.7,47.1417,0.275,1.075,0.2517,6774.0917,318.4988,485.6506,-3799.2964
centered_candidate_000007_95cfeee2,centered-gaussian,240,240,1037.1958,1031.5,670.5,1478.2,0.9583,119.4292,3.1375,44.0125,48.2542,0.2667,1.0625,0.2609,6787.0458,321.9546,509.5227,-3803.7576
centered_candidate_000166_5dfb8f5c,centered-gaussian,240,240,1021.9583,1018,625.6,1437.4,0.9458,119.3967,3.0792,43.1542,46.0792,0.2625,1.0625,0.2504,6728.3708,314.6125,468.2937,-3814.0217
centered_candidate_000087_1c3d1929,centered-gaussian,240,240,1025.0583,1003.5,615.4,1502.2,0.9125,118.2246,3.1583,43.2458,50.0667,0.3417,0.975,0.2886,6682.4708,334.7298,448.0351,-3817.7885
search_candidate_000135_d807c6f2,random-phased,240,240,938.7083,916.5,605.9,1241.3,0.9458,118.9683,2.7167,39.1958,45.0917,0.2833,0.9792,0.2764,6594.8583,259.2772,476.2614,-3819.2021
centered_candidate_000139_76d61ac7,centered-gaussian,240,240,1023.6667,1018,660.7,1397,0.9583,119.4675,3.0833,43.2,47.2792,0.2667,1.0833,0.2507,6780.4792,309.661,505.8695,-3822.8514
centered_candidate_000129_70f41cf8,centered-gaussian,240,240,1022.8875,1006,636,1452.9,0.9625,119.1219,3.0833,43.2958,46.0167,0.275,1.0542,0.2613,6771.4875,321.9011,475.0495,-3838.6802
centered_candidate_000141_c498741c,centered-gaussian,240,240,1013.5292,1005,636,1425.1,0.9625,119.5608,3.0375,42.8625,47.2167,0.2625,1.0833,0.2483,6765.6875,309.0596,481.4702,-3840.1703
centered_candidate_000143_a873c93d,centered-gaussian,240,240,1008.5167,1007,630.6,1432.6,0.9083,118.1144,3.0375,43.0458,48.6333,0.2875,0.9875,0.2886,6703.3708,320.2874,470.4563,-3842.5983
centered_candidate_000016_b122d5c0,centered-gaussian,240,240,1027.8625,1004,646.7,1484.3,0.9417,119.079,3.125,43.3917,47.5583,0.2792,1.0542,0.2623,6769.7333,320.9934,486.2033,-3845.0428
centered_candidate_000122_c2c7434b,centered-gaussian,240,240,1016.4875,984.5,639.2,1414.4,0.9417,118.9475,3.0625,43.0167,48.9375,0.2625,1.0083,0.2878,6762.1833,318.23,480.085,-3864.0652
centered_candidate_000054_cd612134,centered-gaussian,240,240,1029.8875,1015.5,642.5,1434.9,0.9708,119.3031,3.1417,43.4208,47.4167,0.2708,1.075,0.2569,6823.8542,321.0424,481.9788,-3865.5918
centered_candidate_000028_d9bf2ba4,centered-gaussian,240,240,1028.3083,1000.5,641.7,1508.2,0.9417,118.9977,3.1083,43.6125,47.7917,0.2667,1.0292,0.2754,6791.3,332.9754,475.2123,-3874.3101
centered_candidate_000020_9b6257e6,centered-gaussian,240,240,1019.8833,1004.5,656.9,1470.5,0.9583,119.5067,3.0792,42.9375,45.3958,0.2542,1.0708,0.2606,6823.4167,305.6703,504.0649,-3878.5641
centered_candidate_000021_bf9682ab,centered-gaussian,240,240,1031.7792,1010.5,651.1,1462.1,0.9667,119.6535,3.1167,43.6,47.6083,0.2583,1.0875,0.2513,6840.025,316.8975,492.6513,-3878.8287
centered_candidate_000207_7b542179,centered-gaussian,240,240,1054.2333,1031.5,638.7,1514.1,0.95,119.2171,3.2042,45.0792,49.625,0.275,1.0542,0.2674,6842.725,342.5381,467.431,-3880.2893
centered_candidate_000153_d2c59fba,centered-gaussian,240,240,1017.2667,1001.5,634.8,1477.3,0.9583,119.029,3.0583,43.1625,46.675,0.2958,1.0583,0.2564,6800.2167,326.505,471.5475,-3881.3277
centered_candidate_000136_6f9f63e3,centered-gaussian,240,240,1033.7125,1019.5,641,1469.9,0.9667,119.6756,3.1208,43.8583,46.4875,0.25,1.0917,0.2523,6840.5708,324.2115,478.8942,-3882.484
centered_candidate_000189_b5ee58a6,centered-gaussian,240,240,1036.1042,1009.5,631.9,1494.7,0.9625,119.429,3.1125,44.0667,46.7167,0.2625,1.075,0.2574,6826.7333,328.7834,467.5083,-3883.6158
centered_candidate_000002_6909588e,centered-gaussian,240,240,1008.1417,988.5,633.6,1439.4,0.95,118.9265,3.0583,42.4875,48.8208,0.2667,1.05,0.2643,6780.9125,311.3187,477.9406,-3883.9046
centered_candidate_000157_68ad4fab,centered-gaussian,240,240,1033.5625,1011.5,620.8,1509.6,0.95,119.1519,3.1042,43.9917,47.8708,0.3,1.0083,0.2846,6809.6458,332.5414,454.5293,-3890.2016
centered_candidate_000193_85f57d00,centered-gaussian,240,240,1045.2583,1041.5,649.9,1506.5,0.9542,119.469,3.1708,44.3833,48.4833,0.2667,1.0667,0.2624,6868.4667,340.2418,479.7791,-3896.42
centered_candidate_000124_fd73b193,centered-gaussian,240,240,1033.6875,1016,638,1496.2,0.95,119.1642,3.1333,43.7417,47.125,0.2458,1.0583,0.2685,6836.4208,329.7499,473.1251,-3900.2833
centered_candidate_000136_799b30e5,centered-gaussian,240,240,1010.6667,987.5,640.8,1411.4,0.9292,118.6913,3.0417,42.8667,48.5083,0.2958,1.0125,0.2849,6783.4625,316.9803,482.3099,-3900.6352
centered_candidate_000087_169961bd,centered-gaussian,240,240,1013.2542,1005,604.9,1496.3,0.9208,118.1521,3.0833,42.9875,49.8875,0.3208,0.9917,0.2893,6754.5458,336.257,436.7715,-3901.2897
centered_candidate_000008_ff921be9,centered-gaussian,240,240,1015.4708,985,621,1459.8,0.925,118.8835,3.0833,43.0333,49.1625,0.3125,1.025,0.2783,6772.6708,322.1889,459.9055,-3907.3378
centered_candidate_000029_00198241,centered-gaussian,240,240,1050.0792,1019.5,647.9,1504,0.9792,119.6987,3.2042,44.525,48.6083,0.2708,1.1125,0.2465,6905.1083,330.3454,482.7273,-3913.8616
centered_candidate_000220_9ced4c75,centered-gaussian,240,240,1041.1667,1020.5,634.3,1522,0.9542,119.1404,3.1333,44.3083,47.8542,0.2583,1.0458,0.2814,6866.4417,322.978,472.811,-3918.0139
centered_candidate_000108_6b8dd3c7,centered-gaussian,240,240,1022.9167,1018.5,642.7,1461.1,0.9583,119.2273,3.1042,43.3292,48.0667,0.25,1.075,0.267,6861.5083,305.8815,489.7592,-3918.0246
search_candidate_000122_fc6e5454,random-phased,240,240,1005.2458,982.5,635.7,1390.2,0.95,119.2556,3.0042,42.4,46.4042,0.2417,1.0542,0.2727,6815.4583,305.8575,482.7712,-3921.574
centered_candidate_000018_a5f8910b,centered-gaussian,240,240,1025.4167,1008.5,619,1495,0.9167,118.5196,3.125,43.5542,49.2,0.2958,1.0167,0.2831,6799.5,328.9766,454.5117,-3923.762
