candidateId,strategyVariantId,runs,scenarioCount,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000094_009a4bef,centered-gaussian,240,240,1030.3375,1004.5,587.9,1513.1,0.8292,117.8958,3.3,45.4667,76.1958,0.0333,1.7458,0.3943,12115.15,372.0167,401.8917,-9357.4792
centered_candidate_000069_1220d09a,centered-gaussian,240,240,951.9167,918.5,507.3,1478.8,0.6125,111.9262,3.1,42.8833,86.3833,0.0667,1.4333,0.553,11728.4667,374.7916,319.9042,-9373.9183
search_candidate_000116_79ab590b,random-phased,240,240,1037.825,968.5,549.7,1680.1,0.6542,111.8206,3.35,46.9208,80.85,0.0875,1.525,0.5009,11938.3708,425.3232,337.0384,-9407.4338
search_candidate_000118_8cbd3016,random-phased,240,240,833,788.5,466,1204.4,0.5583,111.1198,2.4708,38.3917,82.4125,0.1208,1.3833,0.5403,11512.7375,294.1099,318.945,-9413.1761
search_candidate_000021_ebfeeb4e,random-phased,240,240,1034.5083,972,564.5,1631.5,0.6625,112.1027,3.2833,46.6,80.5708,0.1042,1.5333,0.4929,11977.0083,418.5271,355.2364,-9426.1054
search_candidate_000115_e6afc5ca,random-phased,240,240,924.8917,873.5,487.7,1469.1,0.5542,108.804,3.025,42.0833,86.6917,0.125,1.3292,0.5732,11658.6375,387.2647,294.0677,-9430.1221
centered_candidate_000013_9a6a2230,centered-gaussian,240,240,990.6125,943,561.8,1518.7,0.7542,116.1077,3.175,44.05,79.4708,0.0583,1.6417,0.4551,12081.9708,364.7863,379.4068,-9489.2089
search_candidate_000203_0ddc1c3c,random-phased,240,240,1011.0542,957,560.4,1567.6,0.6792,111.8813,3.2792,45.5167,82.0708,0.0708,1.5583,0.4945,12058.6458,386.7957,367.0021,-9518.9641
centered_candidate_000176_eea0f4a1,centered-gaussian,240,240,1016.325,974.5,578.5,1555.2,0.825,117.2512,3.2375,44.9417,77.2667,0.0458,1.7792,0.4046,12268.8583,372.2693,392.3654,-9551.9372
search_candidate_000159_0110b48c,random-phased,240,240,985.5167,910.5,552.6,1582.5,0.5833,111.4235,3.2625,44.3625,87.5667,0.1042,1.4875,0.534,11954.3458,406.8755,349.1622,-9569.5409
centered_candidate_000005_e1cd6f4e,centered-gaussian,240,240,1006.625,994,588.7,1489.5,0.7958,117.1383,3.2125,44.4583,76.1292,0.025,1.75,0.4047,12273.4292,342.2248,417.5876,-9571.4558
search_candidate_000198_f7761a84,random-phased,240,240,1019.6917,965,556.5,1577,0.7333,113.5198,3.3292,45.5458,82.675,0.0625,1.7042,0.4386,12177.7625,407.8977,352.5512,-9578.617
centered_candidate_000127_0dc98f7b,centered-gaussian,240,240,987.4292,956,541,1497.7,0.6667,113.1267,3.1417,44.7708,83.975,0.1083,1.5458,0.5047,12070.9667,373.981,354.0095,-9580.867
centered_candidate_000013_ea2c43d4,centered-gaussian,240,240,966.825,943.5,539.7,1479.4,0.7208,114.6067,3.125,42.9667,79.6375,0.0458,1.6417,0.4596,12107.6292,363.8351,357.7824,-9589.2279
centered_candidate_000200_585df1bd,centered-gaussian,240,240,998.2333,987,566.8,1509.9,0.8625,117.6804,3.1917,43.8333,76.0333,0.0292,1.775,0.3997,12384.4417,344.5387,394.5307,-9645.6761
search_candidate_000020_2c35801e,random-phased,240,240,1052.8625,999,581.8,1613.2,0.7,113.4188,3.325,47.9125,81.275,0.0833,1.625,0.4837,12285.8333,409.9673,376.8163,-9650.0243
search_candidate_000119_711dbc96,random-phased,240,240,991.2292,899,538.1,1594.7,0.5292,110.7677,3.2333,45.4458,90.125,0.0958,1.4042,0.5847,11966.7458,422.6105,326.7947,-9650.8921
search_candidate_000193_e219fe8f,random-phased,240,240,1009.05,1005,573.4,1505.3,0.8083,117.4012,3.2167,44.3625,75.9042,0.0375,1.8333,0.3834,12367.1917,348.2564,399.2718,-9658.2396
search_candidate_000171_f3e726d2,random-phased,240,240,994.0542,978,583.8,1465.9,0.825,117.5592,3.1542,43.9167,76.7208,0.0417,1.8333,0.3844,12422.0667,331.9923,417.8039,-9713.371
centered_candidate_000198_d1dff694,centered-gaussian,240,240,1009.3792,990,561.1,1505.9,0.8083,116.7265,3.2583,44.6375,78.8708,0.05,1.8125,0.3989,12435.425,352.2567,384.9717,-9744.2838
centered_candidate_000218_0e6839c7,centered-gaussian,240,240,981.4667,928.5,551.5,1487,0.6292,112.3663,3.0958,44.775,84.4625,0.0875,1.5167,0.5289,12201.6625,378.1343,362.4329,-9761.206
search_candidate_000217_4ad831ff,random-phased,240,240,996.3625,922.5,566.5,1532.1,0.6792,113.3802,3.1625,45.1333,81.9,0.0875,1.6208,0.4882,12286.1417,379.3847,376.8077,-9772.0394
search_candidate_000068_b8556215,random-phased,240,240,982.4292,924.5,517.9,1605.3,0.575,110.2121,3.2292,45.0375,91.2208,0.1,1.5042,0.5481,12169.3417,425.4404,305.1798,-9820.4306
centered_candidate_000058_af4c01c1,centered-gaussian,240,240,1024.2958,986.5,592.5,1549,0.8125,117.8017,3.2958,45.2833,79.9375,0.0292,1.7917,0.4138,12560.5917,362.7917,411.1041,-9829.1042
search_candidate_000200_ab301aac,random-phased,240,240,940.1083,893,492.1,1497.3,0.5875,108.869,3.0375,43.1792,85.8,0.075,1.475,0.5499,12127.3833,397.4823,293.3589,-9839.0915
search_candidate_000012_b0c1f2b0,random-phased,240,240,755.3083,724,439.6,1074,0.5375,109.0967,2.0458,35.6417,83.275,0.1125,1.3958,0.5685,11919.9375,272.9045,303.1477,-9968.0301
search_candidate_000146_2f2e9803,random-phased,240,240,965.4833,888.5,510.9,1502,0.5542,109.085,3.1417,44.4708,87.9458,0.1042,1.4875,0.5458,12288.2167,395.6644,313.0678,-9994.7295
search_candidate_000179_6a018a7a,random-phased,240,240,1018.6,988,571.8,1493.2,0.8167,117.4337,3.2333,45.275,77.4792,0.0167,1.8917,0.3747,12725.2375,356.4655,393.5673,-10009.8239
centered_candidate_000206_eda4b35a,centered-gaussian,240,240,1011.7167,976,580.9,1493.5,0.8375,117.4406,3.2083,44.8083,76.8458,0.0375,1.9167,0.3746,12752.4333,361.6239,400.0881,-10022.8214
centered_candidate_000114_2b3ba145,centered-gaussian,240,240,936.8083,879.5,529.9,1476.3,0.6083,112.226,3.0792,42.1208,87.2958,0.05,1.55,0.5463,12391.075,364.8252,347.4874,-10055.2284
centered_candidate_000075_683a3a78,centered-gaussian,240,240,990.35,977.5,572.8,1465.1,0.8,117.3569,3.15,43.9042,78.8333,0.0125,1.8208,0.4105,12772.3833,331.3326,407.1337,-10101.3098
centered_candidate_000212_5dc1029d,centered-gaussian,240,240,989.1708,937,588.7,1511.7,0.6292,112.6285,3.0875,45.5042,87.8333,0.0583,1.5667,0.5458,12636.5583,380.3054,398.5473,-10154.8219
search_candidate_000186_48910e5d,random-phased,240,240,1009.2958,955,561.8,1526.4,0.7542,115.4985,3.2958,44.75,81.8417,0.0458,1.8333,0.4218,12796.3042,373.2597,375.1701,-10180.5536
centered_candidate_000041_3688a100,centered-gaussian,240,240,1032.6208,1000,557.7,1566.9,0.7833,116.7223,3.3292,45.9917,80.4083,0.0167,1.875,0.4042,12964.4875,380.3282,367.5359,-10278.439
search_candidate_000037_f3635911,random-phased,240,240,1000.0833,939.5,547,1563.1,0.5542,109.4748,3.3333,45.725,90.6167,0.0792,1.5333,0.5642,12685.5792,394.1531,349.9235,-10302.8098
search_candidate_000029_08983a9e,random-phased,240,240,839.2667,782.5,436.7,1294.4,0.5625,109.4719,2.45,39.4917,86.1958,0.0792,1.5125,0.5591,12440.9083,333.9078,269.7461,-10365.3132
search_candidate_000167_ffb5841b,random-phased,240,240,993.9625,903,505.7,1614.5,0.55,108.3156,3.1958,46.2375,86.7917,0.0833,1.5583,0.5471,12720.9458,441.4318,284.9841,-10409.2097
centered_candidate_000010_ce96276a,centered-gaussian,240,240,939.4125,855,528,1497.4,0.5583,110.1635,2.9417,43.7708,90.7125,0.0917,1.5375,0.5672,12762.3417,382.7845,336.6077,-10491.2527
search_candidate_000189_0027aa21,random-phased,240,240,913.8,874,520.9,1440.2,0.5417,109.121,2.775,43.05,88.8833,0.0875,1.5583,0.5543,12735,355.1037,343.3481,-10496.8341
centered_candidate_000173_1b0683bc,centered-gaussian,240,240,1006.0833,975,567.9,1537.2,0.7708,116.5681,3.2458,44.9625,81.4542,0,1.8333,0.4397,13170.3208,368.7421,383.529,-10525.3326
centered_candidate_000190_840c65e1,centered-gaussian,240,240,964.8917,909.5,521.6,1533.5,0.6208,113.0248,3.1833,43.4833,89.4417,0.0458,1.6833,0.5218,12947.7167,384.1303,329.5348,-10566.7877
centered_candidate_000145_30164ed5,centered-gaussian,240,240,967.0792,959,504.7,1511,0.5958,110.5856,3.1417,44.2083,86.45,0.1,1.7125,0.4968,12976.2458,391.697,308.8515,-10608.4127
search_candidate_000157_f35db782,random-phased,240,240,991.8958,959.5,533.8,1470.7,0.7917,116.9056,3.2042,43.9917,82.9458,0.0333,1.9667,0.3871,13272.9083,361.3642,353.1179,-10654.8287
search_candidate_000178_07b304b2,random-phased,240,240,1034.9292,980.5,570.2,1609.2,0.775,117.1221,3.3208,46.1333,80.7375,0.0333,1.9708,0.39,13356.1833,377.2575,381.5712,-10675.2957
search_candidate_000161_e670dc4d,random-phased,240,240,972.1333,874,527.7,1584.5,0.5083,109.8638,3.1917,44.8375,92.5208,0.0917,1.5458,0.5788,12945.7542,408.7098,323.3451,-10687.8695
centered_candidate_000114_477da8ab,centered-gaussian,240,240,922.6125,862,498.8,1468.1,0.5,108.6742,3.0333,42.3875,92.9958,0.075,1.5083,0.5949,12873.775,379.2662,309.1669,-10696.9757
search_candidate_000075_8bc3f511,random-phased,240,240,903.2625,811.5,557,1416,0.5375,110.1971,2.7167,42.5708,87.4875,0.0833,1.6042,0.5492,12940.3458,366.7214,373.6393,-10721.5776
search_candidate_000152_a35c5c58,random-phased,240,240,1045.2292,992,528.2,1701.5,0.6542,112.2592,3.4,47.9,86,0.0292,1.8292,0.4756,13280.2417,451.9587,302.2207,-10752.6776
search_candidate_000139_34d83273,random-phased,240,240,852.7083,785.5,449.7,1370.9,0.5,106.6958,2.6125,40.4792,89.8875,0.0792,1.4917,0.6,12801.4042,373.056,263.172,-10770.797
search_candidate_000010_15244f46,random-phased,240,240,992.175,911.5,521.8,1584.9,0.5208,106.919,3.3625,45.3167,92.225,0.0792,1.6083,0.5668,13089,433.6321,304.984,-10789.5281
search_candidate_000138_2a7a63f7,random-phased,240,240,958.475,891.5,498.5,1567.7,0.5667,108.7446,3.0042,45.1125,91.3583,0.05,1.6,0.5659,13106.8792,405.8356,295.5822,-10818.3546
centered_candidate_000169_aa331d6b,centered-gaussian,240,240,991.6042,976.5,553.4,1448.7,0.775,116.546,3.2042,44.3,85.125,0.0042,1.8458,0.453,13449.8667,360.6173,373.0914,-10824.416
search_candidate_000112_88f788b0,random-phased,240,240,971.8042,919.5,500.8,1512.2,0.5375,107.7087,3.2167,44.8417,93.775,0.0708,1.5958,0.5718,13119.9458,399.5838,301.0081,-10830.1684
centered_candidate_000160_5ad18edd,centered-gaussian,240,240,1002.1458,981,525.7,1532.8,0.7583,115.016,3.2375,45.2083,86.4875,0.0083,1.8333,0.4613,13514.1375,390.0581,330.6709,-10920.61
centered_candidate_000087_0a289eb0,centered-gaussian,240,240,928.7,886,513.5,1451.7,0.5083,111.136,3.075,42.6625,97.4083,0.0292,1.6042,0.6083,13289.1375,378.6896,324.1552,-11074.0421
centered_candidate_000070_bbcff94a,centered-gaussian,240,240,983.8333,956.5,562.7,1491.5,0.7458,116.311,3.2,43.8083,85.9583,0,1.9042,0.4577,13747.6458,349.7168,387.8416,-11159.5125
search_candidate_000143_9b32d2ee,random-phased,240,240,1027.3875,937.5,553.7,1659.1,0.4958,107.7942,3.3583,48.3125,94.7708,0.0625,1.6208,0.5851,13529.05,460.0155,323.6922,-11186.1223
search_candidate_000028_b71dd0f2,random-phased,240,240,1009.7958,971,552.1,1547.9,0.8125,116.4577,3.275,45.2,85.9792,0.0208,2.0292,0.4099,13863.8042,371.7816,366.2092,-11188.6847
centered_candidate_000050_9d8b022c,centered-gaussian,240,240,972.3333,938.5,537.3,1468,0.7458,116.4967,3.1208,43.6417,87.3167,0.0083,1.8708,0.4666,13811.4,359.2298,357.6851,-11265.9893
search_candidate_000036_82de355a,random-phased,240,240,924.5,797.5,506.7,1512.5,0.4417,105.2567,3.0042,43.8333,97.475,0.0708,1.5667,0.6104,13374.5958,421.0715,296.1643,-11288.5335
centered_candidate_000125_fde2bc01,centered-gaussian,240,240,1016.1125,979.5,581,1529.3,0.7583,116.7504,3.3,45.7167,87.5583,0.0042,1.9167,0.462,13961.2958,370.3939,395.8031,-11306.3788
search_candidate_000154_d20dcc94,random-phased,240,240,907.6708,834,527.7,1420.8,0.4583,107.3652,2.9833,42.3292,96.9875,0.0667,1.5958,0.5996,13439.7042,363.6532,345.8734,-11307.2706
centered_candidate_000143_13b9c612,centered-gaussian,240,240,1007.0083,977.5,544.8,1557.8,0.7917,116.6406,3.2625,44.9333,85.5375,0.0167,2.0375,0.413,13957.0708,367.8384,360.8808,-11307.3735
centered_candidate_000051_b41b72be,centered-gaussian,240,240,996.2292,962,538.9,1511,0.7625,116.4077,3.2208,44.4375,86.2083,0.0167,1.9875,0.4347,13934.9042,368.7514,354.5243,-11337.8053
centered_candidate_000008_92843e60,centered-gaussian,240,240,904.2375,818,477.9,1432.6,0.4458,106.7144,2.825,42.9292,97.7208,0.0333,1.575,0.6254,13407.4208,372.7338,291.5331,-11340.5768
search_candidate_000172_dda9a03f,random-phased,240,240,921.2875,831.5,495.9,1539.4,0.4833,107.6346,3.0125,43.1667,96.5458,0.0625,1.6,0.6061,13518.0875,390.7231,300.5385,-11379.1413
search_candidate_000081_1ded704f,random-phased,240,240,990.0667,945.5,484.9,1528.6,0.6625,111.176,3.3375,44.6083,92.5083,0.0125,1.8667,0.5082,13852.7083,415.2799,277.26,-11422.5277
search_candidate_000181_cd61fd30,random-phased,240,240,952.325,868,532.9,1554.7,0.4667,106.8015,3.1125,44.4042,96.0625,0.05,1.6375,0.5876,13622.3125,410.9938,327.4031,-11425.1996
search_candidate_000060_11ebca3f,random-phased,240,240,859.0042,733.5,513.4,1392.4,0.425,106.0371,2.6625,40.5875,92.6625,0.0833,1.575,0.5996,13414.0542,372.6947,327.0527,-11427.1189
centered_candidate_000126_4b1bd5ee,centered-gaussian,240,240,993.7292,976.5,560.1,1515.1,0.7583,116.1535,3.2292,44.6042,89.5083,0.0042,1.9083,0.4756,14062.3167,361.5121,379.344,-11446.2266
search_candidate_000149_75dccca3,random-phased,240,240,890.975,796.5,487.7,1368.5,0.4583,107.6515,2.7583,42.0583,93.4833,0.0875,1.6167,0.5958,13572.9125,369.7582,302.8209,-11509.1458
search_candidate_000192_98ff6597,random-phased,240,240,793.5708,697,418.4,1341.7,0.35,102.041,2.4583,38.1667,94.9958,0.0708,1.475,0.653,13272.1667,357.5062,239.6469,-11516.8771
search_candidate_000038_9fa618cd,random-phased,240,240,1031.4542,985,580.3,1564.8,0.7417,116.2121,3.3042,46.7417,85.9208,0.0208,2.0583,0.42,14184.4292,383.8031,388.3984,-11531.329
centered_candidate_000045_67f3b59e,centered-gaussian,240,240,938.7583,902,509,1448.6,0.5583,111.4281,3.1042,42.8917,93.7042,0.025,1.7458,0.5572,13835.1542,382.8302,317.5849,-11556.4285
centered_candidate_000119_ce54a547,centered-gaussian,240,240,948.3917,872,492.9,1554.8,0.4375,106.2537,3.0792,45.1125,99.725,0.0542,1.6208,0.6257,13731.325,426.8471,279.4764,-11600.4828
centered_candidate_000124_eb3822ce,centered-gaussian,240,240,909.5833,851.5,503,1385.2,0.4542,108.5458,2.875,42.875,97.275,0.0292,1.6292,0.6205,13771.5125,366.3545,319.8227,-11652.8834
search_candidate_000087_8d16e34f,random-phased,240,240,1046.0458,1007,549.8,1679.3,0.7042,114.6735,3.4167,47.5167,88.9583,0.0208,2.0625,0.4185,14281.4125,420.2884,339.6558,-11671.9177
search_candidate_000092_905cb1be,random-phased,240,240,967.2625,893.5,466.9,1603.6,0.4333,103.5842,3.2333,45.8,101.7,0.0458,1.5875,0.6474,13807.6042,459.1725,237.3137,-11678.5728
search_candidate_000183_6b73a893,random-phased,240,240,883.65,775,458.9,1504.1,0.4292,104.8531,2.8083,41.7833,96.2292,0.0625,1.6125,0.6107,13671.425,401.8722,257.9639,-11684.3628
search_candidate_000008_ce5d627d,random-phased,240,240,878.4958,772.5,460.4,1435,0.4292,104.4744,2.7833,42.2625,100.8458,0.05,1.5667,0.6393,13671.1958,407.6173,256.5914,-11690.4868
search_candidate_000001_b8735c1c,random-phased,240,240,954.8458,861.5,544.6,1566.1,0.475,107.1244,3.1125,44.6375,95.3958,0.0583,1.7083,0.5759,13955.4875,396.6776,346.2612,-11738.5472
search_candidate_000209_21270ce1,random-phased,240,240,919.35,807,482.6,1558.2,0.4083,102.475,3.0917,43.6625,101.0208,0.0375,1.5792,0.6556,13835.2042,427.2996,268.9502,-11803.4008
search_candidate_000064_299684f7,random-phased,240,240,959.4125,869.5,509.6,1571.1,0.4667,105.5767,3.1333,45.325,99.15,0.0625,1.7208,0.6063,14195.2875,430.1608,294.5196,-12012.8105
search_candidate_000097_d3e1189a,random-phased,240,240,937.3,780.5,457,1649.7,0.3625,102.4931,3.0833,44.6167,100.1333,0.0542,1.6083,0.6526,13995.9625,469.7257,222.1372,-12034.2576
search_candidate_000096_aa81452c,random-phased,240,240,913.4042,845,460.9,1417.8,0.4208,104.941,2.9833,43.2167,97.7125,0.0583,1.6833,0.6179,14150.0583,403.5429,259.1285,-12105.3094
search_candidate_000120_1334b60c,random-phased,240,240,838.3917,714,407.8,1451.5,0.3458,102.2896,2.675,40.325,100.2458,0.0583,1.575,0.6587,13906.5417,398.6075,208.4963,-12118.7982
search_candidate_000090_faeabf94,random-phased,240,240,1024.3042,973,532.7,1604.1,0.7417,115.6683,3.3167,46.5625,88.5458,0.025,2.1542,0.4136,14729.5583,399.7465,332.8268,-12130.8768
search_candidate_000214_eee13326,random-phased,240,240,954.0417,937.5,517.7,1425.7,0.6292,112.5298,3.2375,42.5042,92.15,0.0167,1.9833,0.4991,14560.3292,356.9667,339.2166,-12165.6042
search_candidate_000110_8ce3c344,random-phased,240,240,1021.525,982,552.6,1587.3,0.6792,115.145,3.325,46.3208,90.375,0.0125,2.1125,0.436,14721.7083,395.3626,354.9187,-12167.0092
search_candidate_000094_ef2b92a5,random-phased,240,240,913.5375,839,462.7,1512.1,0.3708,103.3198,3.0458,43.5167,102.8417,0.0375,1.65,0.6497,14173,412.2995,256.5502,-12181.4291
search_candidate_000089_6a77d213,random-phased,240,240,1029.575,984.5,534.7,1558.2,0.675,114.9921,3.3833,46.5875,89.475,0.0125,2.1208,0.4292,14745.1417,387.9408,340.7296,-12198.1448
search_candidate_000030_3acdaef9,random-phased,240,240,999.8,955,533.9,1536.2,0.7083,115.0819,3.2875,45.1125,91.5,0.0208,2.1375,0.4331,14802.125,368.6775,349.5613,-12263.1072
search_candidate_000134_96ca1e62,random-phased,240,240,1001.1875,969,536.4,1532.6,0.6917,115.1419,3.25,45.3125,90.6208,0.0042,2.1292,0.4422,14855.7,372.9808,349.9096,-12323.822
search_candidate_000158_e6756a7b,random-phased,240,240,1027.1875,976.5,537.9,1595.6,0.6958,114.2931,3.4083,46.7542,92.4,0.0083,2.1292,0.4379,14903.3375,403.5073,336.1463,-12342.4481
search_candidate_000127_1f97d41a,random-phased,240,240,947.0375,872.5,380.8,1609,0.4833,103.2638,3.2833,43.7708,100.2833,0.0333,1.8167,0.5826,14459.2625,469.3888,146.1056,-12381.8794
search_candidate_000148_3466b9d8,random-phased,240,240,974.1083,895,489.9,1662.1,0.4333,104.0642,3.2208,45.875,98.175,0.0458,1.75,0.622,14544.2542,447.7611,266.0194,-12386.9447
search_candidate_000052_a85b5699,random-phased,240,240,871.9083,768,404.8,1440,0.3708,101.9231,2.8458,41.9583,101.5833,0.0542,1.6167,0.661,14257.6792,420.1539,194.723,-12391.1283
search_candidate_000069_68adc1bf,random-phased,240,240,943.4708,842,481.8,1601.9,0.4083,106.23,3.2167,44.15,102.3917,0.0292,1.7708,0.6134,14468.0375,434.607,264.4965,-12396.7147
search_candidate_000125_3af711dd,random-phased,240,240,986.8833,887.5,478.5,1621.6,0.4208,103.3727,3.3792,46.3375,102.9125,0.0333,1.7208,0.6455,14592.5583,463.6558,246.6721,-12451.0228
search_candidate_000166_91b9f554,random-phased,240,240,920.3417,835.5,407.7,1531.7,0.3833,99.8223,3.2125,43.45,109.0708,0.0458,1.675,0.6456,14423.3,454.5404,180.4298,-12466.6231
search_candidate_000219_3023434d,random-phased,240,240,931.5375,827,504.5,1564.1,0.375,103.0592,3.1292,44.4458,103.0833,0.0458,1.7042,0.6366,14511.0292,423.1988,292.9006,-12472.0314
search_candidate_000213_1a3bab34,random-phased,240,240,825.0583,680,385.3,1512.1,0.2792,99.3094,2.5625,40.9458,101.7875,0.0583,1.575,0.682,14199.05,438.7564,165.9218,-12534.3363
search_candidate_000132_1534cb94,random-phased,240,240,945.1208,864,418.6,1640.8,0.4125,100.846,3.1708,44.8458,103.0333,0.0292,1.7083,0.6455,14584.8958,467.7413,184.7293,-12553.9433
search_candidate_000073_f54a73e4,random-phased,240,240,922.6375,894,506.7,1398.4,0.6167,112.5142,2.9875,42.2167,95.225,0.0083,2.075,0.4836,14955.7083,353.3169,330.0416,-12634.7075
search_candidate_000101_a53aaefd,random-phased,240,240,862.425,778,460.9,1401,0.3375,100.4415,2.675,42.7583,102.1708,0.0333,1.7083,0.6442,14562.2,388.1846,266.8077,-12682.1919
search_candidate_000013_5cc39c71,random-phased,240,240,1008.1583,961.5,507.7,1577.6,0.6458,112.055,3.3583,46.3042,96.7583,0.0167,2.0917,0.4929,15206.7167,417.0844,299.1578,-12749.2319
search_candidate_000050_a4a1d568,random-phased,240,240,806.4542,651.5,387,1500.7,0.2292,96.8283,2.5708,40.2667,105.2542,0.0583,1.55,0.7265,14393.6792,441.1729,166.4135,-12810.9429
search_candidate_000108_f164f32f,random-phased,240,240,1006.5167,959.5,546,1543.2,0.6417,113.6602,3.3417,46.05,93.7458,0.0083,2.1708,0.4477,15307.2208,376.7223,357.6388,-12817.832
search_candidate_000079_ff2db179,random-phased,240,240,950.3333,852,385.7,1627.4,0.4583,101.6008,3.3083,44.175,103.3208,0.025,1.8583,0.6018,14870.3417,489.8716,140.7642,-12825.0893
search_candidate_000137_bd02907d,random-phased,240,240,1015.3167,948.5,500.3,1652.3,0.575,110.585,3.4292,46.9958,100.5292,0.0125,2.0708,0.4883,15223.1583,441.2777,279.6612,-12846.6072
search_candidate_000170_2b25ea41,random-phased,240,240,735.7,592.5,362.9,1265.9,0.2542,98.6092,2.2125,36.8,104.0875,0.0583,1.5625,0.7081,14357.3292,363.091,181.3545,-12853.5107
search_candidate_000151_6dd65863,random-phased,240,240,912.2125,785.5,444.9,1550,0.3292,100.0648,3.0875,43.8167,105.3917,0.0375,1.6917,0.6666,14758.2875,433.2296,228.2852,-12854.8843
search_candidate_000033_e0d0cb0b,random-phased,240,240,966.5792,819,420.7,1747,0.3208,97.9933,3.3167,46.5917,106.2417,0.0458,1.6917,0.6817,14842.3458,512.858,164.271,-12911.4449
centered_candidate_000111_0fbe19f5,centered-gaussian,240,240,877.0375,760.5,465.9,1518.2,0.3,103.9808,3.0583,41.6208,112.0958,0.0083,1.6167,0.7291,14764.1458,410.2581,260.771,-12916.1899
search_candidate_000072_bd56149d,random-phased,240,240,877.0167,850,492.5,1351.3,0.5542,110.9425,2.9042,40.0917,101.0042,0.0125,1.9958,0.5267,15134.2625,332.5169,326.2416,-12950.5825
search_candidate_000063_556b3c6a,random-phased,240,240,907.6333,762,432.6,1623,0.3292,97.9965,3.0833,43.9208,107.9167,0.0333,1.6875,0.6744,14833.3917,455.8897,204.6552,-12960.6896
search_candidate_000205_e04dc686,random-phased,240,240,944.1667,856,502.7,1538.2,0.4458,108.374,3.2125,44.0667,103.2333,0.025,1.9625,0.5563,15113.3667,402.3558,301.5221,-12973.6778
search_candidate_000046_5d7241bc,random-phased,240,240,1003.5958,956,516.8,1541.4,0.6667,113.9171,3.3125,45.7708,95.825,0,2.2,0.4511,15460.4625,391.8206,320.8897,-12977.1241
search_candidate_000098_358b0cc8,random-phased,240,240,1000.225,950.5,477.2,1581.6,0.5292,108.5631,3.4042,46.3458,100.6125,0.0167,2.0708,0.5071,15340.8,435.8014,259.2993,-13041.5586
search_candidate_000173_9adc0332,random-phased,240,240,809.7,634,379.9,1501.6,0.2583,97.7235,2.5708,40.3333,106.2917,0.0375,1.6458,0.6841,14708.4125,434.0433,162.8784,-13106.2678
search_candidate_000043_90a9891b,random-phased,240,240,955.2792,888.5,414.2,1610.7,0.5083,104.2487,3.3458,44.5542,101.9333,0.0083,1.9958,0.5462,15259.55,457.6547,185.3726,-13111.8584
centered_candidate_000035_9cebf374,centered-gaussian,240,240,869.8958,773,471.9,1489.7,0.2667,103.1154,3.0167,40.9458,110.625,0.0333,1.7,0.6985,14995.8125,378.875,282.4625,-13171.005
search_candidate_000095_2ddb237d,random-phased,240,240,842.6542,714.5,402,1532.2,0.275,96.2948,2.7458,42.2375,106.0417,0.0292,1.6667,0.6994,14890.8833,429.1998,187.4001,-13180.2191
search_candidate_000177_97cc7662,random-phased,240,240,849.5708,710,420.9,1553.4,0.2542,96.8623,2.75,42.175,105.6542,0.05,1.6792,0.6812,14950.2583,437.7847,202.0077,-13242.3578
search_candidate_000067_8dea832a,random-phased,240,240,951.1208,924,514.8,1450.3,0.6042,112.5135,3.1458,43.3125,96.325,0,2.1875,0.4596,15607.7583,362.456,333.572,-13251.122
search_candidate_000099_f18dde45,random-phased,240,240,997.3875,928,488.2,1616.9,0.5625,109.1465,3.4,46.0458,101.3958,0.0083,2.1042,0.5255,15608.6417,436.3259,270.037,-13281.4594
search_candidate_000215_d002dfb9,random-phased,240,240,975.3,930.5,429.6,1600.1,0.5125,106.335,3.3417,45.4708,101.1708,0.0083,2.0667,0.5408,15547.3167,456.0759,201.562,-13341.8019
search_candidate_000128_d7756b48,random-phased,240,240,789.0708,645.5,370.5,1544.8,0.2417,95.5798,2.5167,39.6042,106.4167,0.0458,1.65,0.7043,14911.7417,446.9574,147.0213,-13351.2456
search_candidate_000076_45a8163f,random-phased,240,240,797.3292,635,384.5,1512.6,0.2208,95.5677,2.5333,40.2458,109.4583,0.0375,1.6125,0.7216,14923.9792,451.6514,158.6743,-13371.0469
search_candidate_000195_164e3d53,random-phased,240,240,753.1667,638.5,362.8,1363.2,0.2292,96.7481,2.3417,38.0083,106.2417,0.0417,1.6833,0.6924,14915.3042,393.7496,165.9252,-13402.2308
search_candidate_000104_35f434f1,random-phased,240,240,954.0083,937.5,543.8,1454.2,0.6417,114.2379,3.1333,43.2208,93.9583,0,2.2583,0.4545,15850.9208,338.5232,374.5384,-13419.1605
search_candidate_000005_949cd585,random-phased,240,240,940.8542,853.5,459.6,1579.1,0.4667,105.4477,3.2375,43.7875,103.8333,0.0083,2.0208,0.5689,15542.9125,429.6505,244.7747,-13426.8918
search_candidate_000100_12e642d7,random-phased,240,240,879.1625,750,414.8,1583.6,0.2583,95.9573,2.9333,43.6708,110.5083,0.0125,1.6917,0.7161,15190.7708,463.696,182.952,-13439.1742
