candidateId,strategyVariantId,runs,scenarioCount,avgExp,medianExp,p10Exp,p90Exp,expStdDev,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
general_topN-median-phased_5c1d4c9f,topN-median-phased,90,90,42.8778,31,10,95.4,35.9354,979.7667,778,404.8,1983.2,0.4667,100.92,3.2778,45.7667,1390,1065.5,445.7,3083.9,90.6444,0.1333,1.6667,0.5219,13483.0667,900.5974,610.7112,-7.9677,42.8778
centered_candidate_000118_6a5da773,centered-gaussian,90,90,42.8333,32,9.9,94.1,35.4527,977.0111,808.5,441.8,2008.2,0.4444,101.6439,3.2222,45.7111,1415.4889,1084,530.8,2985.1,90.7889,0.0889,1.6889,0.5507,13704.7111,911.1614,584.7331,-7.8264,42.8333
centered_candidate_000144_c2f0be8e,centered-gaussian,90,90,42.8333,32,10.9,94.3,35.3868,965.1222,789.5,411.8,1806.3,0.4111,101.6783,3.2,44.7333,1402.3889,1119.5,556.4,3186.2,90.1222,0.0889,1.6889,0.5527,13653.7444,886.2151,577.644,-6.7934,42.8333
centered_candidate_000130_3fa64b37,centered-gaussian,90,90,42.8111,29.5,9,88.4,35.504,967.5556,748.5,390.6,1922.4,0.3889,99.9217,3.2333,45.5,1399.3889,1076,453.7,2992.2,94.4111,0.0667,1.7444,0.5672,14257.8444,918.1978,609.7393,-8.752,42.8111
centered_candidate_000021_769ea469,centered-gaussian,90,90,42.7889,30.5,11,95.7,34.4156,972.6889,777.5,442.2,1807.2,0.4,100.8894,3.2778,45.4333,1395.0111,1107.5,534.9,3000.6,93.7556,0.1111,1.7889,0.542,14378.4,865.9838,553.8114,-6.2078,42.7889
centered_candidate_000101_2c6b6af7,centered-gaussian,90,90,42.7889,31,11,99,34.5509,985.5111,789.5,433.8,1966.8,0.4222,101.7889,3.3,45.3667,1403.4778,1097,587.7,3127.2,91.6222,0.0889,1.6778,0.5455,13612.5889,867.0921,570.7368,-6.2755,42.7889
centered_candidate_000115_4f74235d,centered-gaussian,90,90,42.7556,32,9.9,103.1,35.7508,973.9333,808.5,401,1945.6,0.4222,100.5822,3.2778,45.2222,1365.9444,1066,471.7,3057.3,88.2556,0.1333,1.6333,0.5318,13324.7444,878.3396,589.1005,-7.9754,42.7556
centered_candidate_000135_366dfcf4,centered-gaussian,90,90,42.7222,32.5,10,83.9,36.2884,961.0889,818,416.6,1839.2,0.3667,99.835,3.2556,45.0889,1369.3111,1089,541.7,2736.9,92.4333,0.0667,1.7,0.5662,13940.9222,858.6786,556.5616,-8.1442,42.7222
centered_candidate_000032_887f55cb,centered-gaussian,90,90,42.7111,31.5,8,85.3,37.8145,964.9111,780.5,353,1929.7,0.4,100.9394,3.2556,44.7111,1364.9778,1143,463.1,2821.1,88.8556,0.1222,1.6111,0.5515,13290.5222,869.428,585.1283,-10.9073,42.7111
centered_candidate_000053_f1311348,centered-gaussian,90,90,42.7111,28,9,97.2,36.6334,962.1556,756,412.7,1913.3,0.3778,100.2511,3.2667,45.2222,1384.3889,1044.5,548.3,2778.4,93.8667,0.0889,1.7333,0.5362,14059.3111,868.6709,568.5664,-9.3167,42.7111
centered_candidate_000063_362b6ba2,centered-gaussian,90,90,42.7111,31,9,91.3,35.5803,986.0444,791,417.8,1962.9,0.5111,102.4339,3.2667,45.5778,1418.4333,1083,509.2,3048.3,86.2889,0.1111,1.6444,0.5084,13117.5333,910.7277,589.4251,-8.7902,42.7111
centered_candidate_000017_07aaaca8,centered-gaussian,90,90,42.6889,31.5,8,92,35.063,969.5667,804.5,374.6,1916.6,0.4667,100.7483,3.2889,44.4222,1386.5667,1122,507.4,2976.4,88.1444,0.1556,1.5778,0.5437,12964.8333,872.7858,580.6125,-9.5315,42.6889
centered_candidate_000030_9c718e9c,centered-gaussian,90,90,42.6667,31.5,11,88,34.2831,973.8444,822,423.8,1971.1,0.4222,100.9772,3.3111,45.2889,1386.7778,1035.5,550.2,3061.3,92.9444,0.1111,1.7333,0.5406,14012.4667,877.4434,564.8846,-6.1416,42.6667
centered_candidate_000093_af79904f,centered-gaussian,90,90,42.6222,29,9,97.1,37.0476,951.9111,758,317,1836.1,0.4333,99.2983,3.2333,44.9778,1369.0444,1071,461.3,3018.7,93.3444,0.1,1.7444,0.5507,14127.8,897.7326,595.0284,-9.5238,42.6222
centered_candidate_000140_80a5f3ad,centered-gaussian,90,90,42.6111,33,9,105.6,38.6479,928.3889,737,346.1,1945.5,0.3556,96.6994,3.1889,44.1778,1321.0222,1011,440.3,2664.6,98.3444,0.0333,1.7778,0.5998,14757.4111,902.3962,593.4193,-10.3239,42.6111
centered_candidate_000034_1d92ff2e,centered-gaussian,90,90,42.6,31.5,11,90.5,34.3074,972.9556,813,456.8,1555.5,0.4667,102.5139,3.2778,44.9,1395.2111,1121.5,564.4,2751.8,89.4778,0.1333,1.7111,0.5203,13586.4,834.6068,531.1754,-6.1537,42.6
centered_candidate_000054_816e78f3,centered-gaussian,90,90,42.5889,29,10,95.3,35.4874,969.9556,795,425.5,1883,0.3667,99.8472,3.3,45.2222,1380.6778,1065.5,542.7,2716.8,95.4556,0.1111,1.8111,0.5453,14514.3,857.0939,594.2034,-7.7437,42.5889
centered_candidate_000135_c1ea5a81,centered-gaussian,90,90,42.5778,29,9.9,93.1,34.0359,995.1111,819.5,414.7,1987.6,0.4778,102.575,3.2222,46.4889,1419.3667,1106.5,504.4,3066,87.8889,0.1111,1.7667,0.5116,13793.4889,887.4435,598.6044,-7.118,42.5778
centered_candidate_000097_44f084b8,centered-gaussian,90,90,42.5667,33,10,88.1,35.7746,956.3444,785.5,426.7,1929.7,0.4111,100.0239,3.2333,44.8333,1375.7,1096.5,489.5,2759.3,90.6889,0.1222,1.7,0.5354,13663,870.8457,567.9975,-7.8873,42.5667
centered_candidate_000049_220c4630,centered-gaussian,90,90,42.5444,28.5,10.9,91,34.8244,965.6556,793.5,417.6,1862.4,0.4,101.4789,3.2556,44.8556,1378.3111,1070,544.7,2821.3,91.9889,0.1222,1.7,0.5289,13731.2111,843.2183,559.3344,-6.5122,42.5444
centered_candidate_000067_b3018bf5,centered-gaussian,90,90,42.5444,26.5,10.9,99.7,38.0155,961.7444,771,419.2,2056.6,0.4,99.0289,3.2556,44.5111,1346.2778,1058.5,518,2781.6,89.4333,0.1111,1.6444,0.55,13468.3111,873.1645,587.4754,-8.1078,42.5444
centered_candidate_000065_93847102,centered-gaussian,90,90,42.5333,31.5,10,93.3,34.5836,981.5111,782,436.8,2062.5,0.4556,101.5533,3.2556,45.7889,1416.8889,1064.5,572.9,3011.9,89.6889,0.0889,1.7667,0.5212,13873.2778,899.3681,587.7483,-7.2918,42.5333
centered_candidate_000074_6a502b2d,centered-gaussian,90,90,42.5333,31.5,10,82.4,36.8882,976.0778,773,441.2,2002.9,0.4444,101.5228,3.2556,45.1667,1389.1889,1083.5,543.8,2876.4,88.0667,0.1333,1.6778,0.5213,13402.0444,862.6811,586.576,-8.4441,42.5333
centered_candidate_000038_81dbe7f3,centered-gaussian,90,90,42.5222,33.5,8,96.2,36.6043,951.4,811,322.8,1967,0.4333,100.1089,3.2333,44.5444,1387.1444,1133,425.3,3040.4,92.8889,0.1,1.6444,0.5799,13660.6778,903.0179,574.6094,-10.3021,42.5222
centered_candidate_000089_cca407cf,centered-gaussian,90,90,42.5111,30.5,11,97.9,34.4158,988.6556,758.5,464.4,1983.5,0.4333,102.3067,3.2778,45.5778,1419.3556,1104,610.7,3173.9,90.1333,0.0889,1.6667,0.549,13630.8111,904.4143,592.4044,-6.2079,42.5111
centered_candidate_000057_796a7483,centered-gaussian,90,90,42.4889,32,10.9,93,35.619,985.2444,768,417.2,2017.4,0.4778,102.0156,3.2444,45.9667,1415.1778,1114.5,572.5,2998.2,88.3,0.1222,1.6778,0.5208,13507.0111,881.2738,589.5894,-6.9095,42.4889
centered_candidate_000047_16eb6cbc,centered-gaussian,90,90,42.4667,29.5,8,100.2,35.4351,980.8444,777,403.6,1959.5,0.4778,102.98,3.2333,45.4,1428.2333,1122.5,518.2,2946.2,88.3889,0.1222,1.6889,0.5087,13379.0333,898.1201,607.6476,-9.7176,42.4667
search_candidate_000010_141172e4,random-phased,90,90,42.4444,33.5,10,87.5,32.3609,995.1111,805,457.5,1864.2,0.4778,104.4328,3.2667,45.7667,1392.5444,1105,583.5,2886,89.4444,0.1444,1.6222,0.5107,13079.3,808.9216,562.388,-6.1804,42.4444
centered_candidate_000113_75e48247,centered-gaussian,90,90,42.4333,30,10.9,88.1,35.8993,957.5222,735,456.5,1778.2,0.3778,100.4917,3.2556,44.8222,1370.7111,1063.5,556.4,2998.9,94.7444,0.0556,1.8222,0.5402,14418.9667,859.0894,555.7328,-7.0496,42.4333
centered_candidate_000140_bbdf43ba,centered-gaussian,90,90,42.4333,30.5,10,87.6,35.1106,967.1778,765,394.4,1812.2,0.4222,99.9378,3.2,45.0333,1383.0111,1094.5,492.4,3108.2,88.8556,0.1,1.6667,0.5523,13533.4111,916.4443,597.9877,-7.5553,42.4333
centered_candidate_000148_f4e324b4,centered-gaussian,90,90,42.4333,25.5,9.9,95.3,36.2761,963.4333,771.5,432.6,1872.4,0.3778,99.6389,3.3,44.7333,1352.1222,1056,544.9,2846.9,93.2778,0.0889,1.6556,0.5707,13829.8222,847.9592,575.3945,-8.2381,42.4333
centered_candidate_000001_ed5d5f33,centered-gaussian,90,90,42.4222,31,11,90.6,34.2085,977.3111,791,442.3,1935.6,0.4333,100.6806,3.2667,45.3333,1395.3222,1073,518.7,3157.7,92.1556,0.1,1.6444,0.5546,13604.4444,907.5179,592.6837,-6.1043,42.4222
centered_candidate_000155_65e02cca,centered-gaussian,90,90,42.4222,29,12,88.6,34.853,978.2778,799.5,467.8,1869.2,0.4111,102.2761,3.2889,45.3333,1407.1889,1128,589.8,2828.8,91.4,0.0889,1.7667,0.5242,13871.0222,856.5202,547.5346,-5.4265,42.4222
centered_candidate_000011_62d3f94a,centered-gaussian,90,90,42.4,29.5,10.9,95,35.5577,956.5889,734,437.8,1977.1,0.3444,98.7506,3.3,44.7,1364.9,1054.5,541.5,2973.8,95.7556,0.0556,1.8111,0.5478,14685.5667,888.8422,562.9775,-6.8789,42.4
general_top5-average-phased_b23eed6b,top5-average-phased,90,90,42.4,30,10.9,97,34.9039,988.0333,796.5,431.7,2022.7,0.4444,102.4972,3.2556,45.9889,1423.6333,1075,529,3227.2,89.5889,0.1778,1.5889,0.5437,13117.6556,895.5035,590.876,-6.552,42.4
centered_candidate_000026_9af217d0,centered-gaussian,90,90,42.3778,31.5,10,83.1,35.7319,964.6778,783.5,426.7,1983.9,0.4222,101.5133,3.2667,44.9444,1389.4111,1097.5,547.8,2901.4,93.7556,0.1222,1.6889,0.5438,13876.2556,847.9838,565.8176,-7.8659,42.3778
centered_candidate_000078_47e0c191,centered-gaussian,90,90,42.3778,31,10.9,83,35.7586,967.8222,771,463.3,2062.1,0.4222,100.5467,3.2222,45.1667,1379.5111,1038.5,518.7,3011.8,88.9667,0.1222,1.6444,0.5269,13320.2,887.7821,579.0816,-6.9793,42.3778
centered_candidate_000052_e4e77a0b,centered-gaussian,90,90,42.3667,31,9,92.3,36.5873,950.6222,761,398.2,1791,0.4,100.2628,3.2333,44.3111,1372.2333,1094.5,478.4,2777.9,91.0889,0.1,1.6778,0.5268,13607.3778,871.8533,566.0704,-9.2937,42.3667
centered_candidate_000091_c68ff284,centered-gaussian,90,90,42.3667,31,11,101.2,35.5019,965.3444,779.5,412,1949.5,0.4444,100.3278,3.2222,44.7222,1381.8222,1083.5,512.2,3036.3,89.2,0.1222,1.6111,0.5412,13195.7889,900.9324,600.3659,-6.751,42.3667
centered_candidate_000013_6272a47d,centered-gaussian,90,90,42.3556,31.5,10,90.2,34.4346,960.0667,790,418.4,1938.4,0.4,99.9133,3.2333,44.8444,1381.8,1092,494.9,2937.7,94.1556,0.0889,1.8111,0.5316,14385.7556,886.3563,585.7498,-7.2173,42.3556
centered_candidate_000027_5d52a707,centered-gaussian,90,90,42.3556,32,11,86.1,34.7979,975.2667,782,466.6,1987.9,0.4333,102.4156,3.2667,45.1444,1390.5222,1111,631.5,3083.2,92.1778,0.0778,1.7444,0.5411,14070.5889,830.5139,559.2451,-6.399,42.3556
centered_candidate_000112_cd800fa4,centered-gaussian,90,90,42.3556,28,10.9,99.1,34.5708,985.8111,826.5,466.8,1872.5,0.4778,103.855,3.2889,45.0667,1420.7444,1130.5,628.1,2499.7,86.6333,0.1444,1.6778,0.5102,13279.2667,834.9113,555.3113,-6.3854,42.3556
centered_candidate_000010_7586e358,centered-gaussian,90,90,42.3444,31,11,90.1,33.0687,980.5,769,456.4,1954.1,0.4,101.6506,3.2889,45.6222,1416.0889,1097,574.2,3166.9,94.5667,0.0556,1.8111,0.5569,14508.0444,895.5819,575.6835,-5.5343,42.3444
centered_candidate_000143_22e5aea3,centered-gaussian,90,90,42.3333,34,10,95,34.6484,963.0889,795,439.7,1752.7,0.4,101.6583,3.2444,44.6,1380.4778,1083.5,549.6,2883.4,91.0444,0.1444,1.7111,0.5462,13793.4889,828.0278,536.3567,-7.3242,42.3333
centered_candidate_000122_d21eaa77,centered-gaussian,90,90,42.3222,31.5,10.9,89.3,35.8202,966.1222,806.5,421.4,2018.6,0.3889,100.8,3.2889,45.0667,1382.2778,1069,520,2988.3,91.4889,0.0889,1.7222,0.5326,13831.8,847.1384,547.4364,-7.0101,42.3222
centered_candidate_000072_1eef172a,centered-gaussian,90,90,42.3111,30.5,11,98.6,37.3371,940.9111,749.5,455.8,1815,0.3667,99.7539,3.2444,43.6222,1349.0444,1043,546,2409.1,94.8222,0.0778,1.8222,0.5658,14615.5,828.033,533.0548,-7.6685,42.3111
centered_candidate_000076_325198f1,centered-gaussian,90,90,42.3111,30.5,10,87.4,34.5185,990.6778,789,438.4,2020.3,0.4667,101.9917,3.2667,45.9778,1415.2,1122.5,554.1,3104.4,89.7667,0.1556,1.6444,0.5193,13279.8444,874.9125,599.6049,-7.2592,42.3111
centered_candidate_000160_041d4f5a,centered-gaussian,90,90,42.3111,29.5,10,96,35.914,954.9333,737.5,395.4,1858.7,0.3778,99.4517,3.2667,44.8,1371.1111,1106,483.7,2693.6,95.7222,0.0778,1.7889,0.5489,14389.3556,875.4087,573.4914,-7.957,42.3111
centered_candidate_000128_6b35871d,centered-gaussian,90,90,42.2889,28,10,89.3,35.3164,977.6,795.5,424,1966.6,0.4333,100.8989,3.3,45.5778,1386.2444,1080,536,2864,89.5111,0.1444,1.6889,0.5158,13508.1111,865.3909,577.4824,-7.6582,42.2889
centered_candidate_000033_f35ee003,centered-gaussian,90,90,42.2444,31.5,12,82.6,31.7337,1013.4778,806,458.4,1953.6,0.5,104.1139,3.3222,46.6667,1441.1333,1112.5,575.5,2957.4,86.3667,0.1556,1.7,0.4949,13296.0222,844.4288,581.3779,-3.8669,42.2444
centered_candidate_000023_edcc9601,centered-gaussian,90,90,42.2333,31.5,10,90.1,34.8514,955.6,777.5,406.3,1888.3,0.3556,99.6411,3.2889,44.8222,1377.9889,1075.5,516.6,2627.6,94.5556,0.0889,1.7889,0.5308,14429.6111,870.7196,545.0988,-7.4257,42.2333
centered_candidate_000025_62afd5df,centered-gaussian,90,90,42.2333,30,11,91.3,36.5419,987.5333,824.5,446.9,2043.3,0.4667,103.0156,3.2222,45.6889,1416.0444,1140.5,579.5,3057.1,84.5444,0.1778,1.5667,0.517,12721.5667,874.9603,577.286,-7.271,42.2333
centered_candidate_000095_91bc3351,centered-gaussian,90,90,42.2333,30,9,89.2,35.6928,972.5111,731.5,424.7,1908,0.4889,101.9128,3.2667,45.0222,1398.6667,1076,536.6,3010.4,89.9111,0.1,1.6778,0.525,13493.6889,887.2351,587.7633,-8.8464,42.2333
centered_candidate_000068_57ffc19e,centered-gaussian,90,90,42.2222,27.5,10.9,91.1,36.8407,956.6778,760,398.6,1977.4,0.4333,99.6039,3.2111,44.5889,1361.5667,1062,493.6,2949.9,93.0889,0.1333,1.7111,0.535,13905.2889,890.4476,609.3021,-7.5204,42.2222
centered_candidate_000154_379d2267,centered-gaussian,90,90,42.2111,31,10,92.3,36.7715,930.4333,752.5,424.3,1751.1,0.3556,97.7633,3.2444,43.9111,1331.5,1061.5,457.7,2365.3,95.7889,0.0556,1.8667,0.5509,14846.0222,856.6146,542.383,-8.3858,42.2111
centered_candidate_000034_cc819e5c,centered-gaussian,90,90,42.2,33.5,10,92.6,34.7189,948.3444,761.5,427.4,1749.4,0.3889,99.6822,3.2,44.4889,1361.2889,1085,552.1,2391.5,92.0667,0.1,1.7556,0.5282,13965.8889,863.6235,548.023,-7.3595,42.2
centered_candidate_000058_eb831a3d,centered-gaussian,90,90,42.2,31,10.9,83.4,33.5788,983.1778,803.5,426,2014,0.4667,102.1211,3.3111,45.3,1396.9667,1084.5,574.7,2961.3,89.1778,0.1667,1.5667,0.5477,13068.4889,850.4565,552.3818,-5.8894,42.2
search_candidate_000043_ed6ef016,random-phased,90,90,42.2,29,11,91,33.4734,966.8333,761,441.8,1786.9,0.3667,100.4811,3.3,44.9889,1373.9,1070,554.5,2829.2,96.6889,0.1,1.7889,0.5313,14436.4333,848.5951,564.295,-5.7367,42.2
centered_candidate_000105_0be5a604,centered-gaussian,90,90,42.1889,29.5,10,79.5,34.5607,993.1778,797.5,457.6,2046.6,0.4889,102.8994,3.3111,45.4667,1418.7778,1111.5,594.2,3052,87.0222,0.1222,1.6556,0.5073,13171.7,878.6927,596.1055,-7.2804,42.1889
centered_candidate_000028_f0412554,centered-gaussian,90,90,42.1778,31,10,90.8,34.0332,958.3444,769.5,427.6,1853.9,0.3889,100.0589,3.2667,45,1386.9889,1076.5,490,2699.8,95.5,0.0778,1.7889,0.542,14421.1,853.1005,560.9697,-7.0166,42.1778
centered_candidate_000084_3335ce60,centered-gaussian,90,90,42.1778,30.5,11,93,32.9493,984.2333,769,472.8,1879.3,0.4,103.3678,3.2333,45.9111,1434.2333,1133.5,573.8,3051.6,92.1889,0.1444,1.7,0.5405,13782.4889,883.771,565.6647,-5.4747,42.1778
centered_candidate_000151_bf6fb9fc,centered-gaussian,90,90,42.1667,30.5,10,95.7,35.4141,991.2222,788.5,427.3,1974.5,0.4778,102.6133,3.2333,45.8556,1427.7111,1137.5,503.6,3120.1,85.2,0.1556,1.6,0.5073,12823.0444,920.7877,610.8023,-7.7071,42.1667
centered_candidate_000018_eb8e6fc1,centered-gaussian,90,90,42.1444,31,11,85.3,34.5181,964.7444,768.5,456,1882.9,0.4111,101.7939,3.2222,45.2444,1393.0222,1077,579.4,2823.5,92.4111,0.0556,1.8,0.531,14120.8556,838.0089,549.0734,-6.2591,42.1444
centered_candidate_000035_5cab920d,centered-gaussian,90,90,42.1444,29.5,10.9,98.4,35.8198,951.8778,746.5,453.9,1729.3,0.4444,101.5456,3.2,44.0333,1392.0222,1065.5,529.5,2688.7,90.1667,0.1222,1.7111,0.5198,13703.7,871.7157,559.3933,-7.0099,42.1444
centered_candidate_000111_cc622995,centered-gaussian,90,90,42.1333,30,8.9,90.4,36.1728,947.8778,766.5,369.3,1805.9,0.4111,99.5439,3.2222,44.6333,1388.7111,1071,465.8,2610.1,93.0667,0.1222,1.7333,0.5425,13970.8333,899.2088,567.587,-9.1864,42.1333
centered_candidate_000033_6fa98186,centered-gaussian,90,90,42.1111,31,9,96.3,35.131,969.2889,769,435.4,1904.3,0.4778,101.7222,3.2778,44.6111,1398.3222,1103,530.4,2951.4,89.6889,0.1333,1.6778,0.5188,13392.2778,883.1662,579.6642,-8.5655,42.1111
centered_candidate_000085_4d8013ee,centered-gaussian,90,90,42.1111,31,11,88.2,33.9049,957.3778,763.5,460.6,1920.3,0.3667,101.8683,3.2222,44.4111,1388.4222,1077.5,548.7,2789.8,92.2667,0.1111,1.7333,0.5302,13887.5111,828.836,527.6654,-5.9525,42.1111
centered_candidate_000028_10005438,centered-gaussian,90,90,42.1,32.5,10,87.8,33.1766,962.2222,802,425.3,1876.4,0.3889,100.3606,3.3,45.0889,1379.8333,1122.5,509.7,2720.7,97.1333,0.0778,1.8111,0.5584,14587.3111,856.3599,536.5724,-6.5883,42.1
centered_candidate_000122_0b175909,centered-gaussian,90,90,42.1,29.5,10,84.6,35.5747,951.1778,780.5,436.8,2020.1,0.3667,99.1228,3.2444,44.1111,1352.7333,1045,533,2779.1,92.8333,0.1111,1.7222,0.5461,13968.3556,852.1218,556.7419,-7.7873,42.1
centered_candidate_000143_0bfcb0a6,centered-gaussian,90,90,42.1,29,8,93.5,35.4755,964.0556,726,392.4,1966.4,0.4,99.7178,3.1889,45.5667,1380.0778,1035.5,531.7,3111.5,92.4,0.0667,1.6556,0.5699,13792.9667,933.3984,621.0066,-9.7378,42.1
centered_candidate_000009_6af40004,centered-gaussian,90,90,42.0889,30.5,11,89.3,36.2006,981.1,801.5,430.9,1945.4,0.4667,102.6306,3.2556,45.5778,1412.1222,1109.5,558.6,3000.3,89.0889,0.1444,1.6667,0.5043,13345.5333,881.5958,568.8275,-7.1003,42.0889
centered_candidate_000007_d58c6d16,centered-gaussian,90,90,42.0778,29.5,9,81.5,36.5465,956.5889,783,416.2,1982.3,0.4,100.2394,3.2444,44.4889,1356.0556,1091,491.4,2823.4,92.4111,0.0778,1.7444,0.5432,14014.3667,868.1867,588.2393,-9.2733,42.0778
centered_candidate_000109_f75c4a1d,centered-gaussian,90,90,42.0778,28.5,11,80.2,37.2801,957.2,778,453.7,1887.9,0.4444,101.0711,3.2556,44.2333,1365.1444,1065,569.4,2879.1,92.3778,0.0889,1.7778,0.5479,14165.0667,859.198,557.3056,-7.64,42.0778
centered_candidate_000125_beaf5fc9,centered-gaussian,90,90,42.0667,32,10.9,94.4,33.3363,982.5556,780,460,1790.3,0.4667,101.8189,3.2556,45.4667,1410.0556,1103,553.8,3055.8,88.0556,0.1444,1.7111,0.5072,13532.0556,891.7236,597.2618,-5.7681,42.0667
centered_candidate_000158_24f53de1,centered-gaussian,90,90,42.0667,30,10,87.8,36.0453,968.2111,765.5,427.6,2000.6,0.4667,101.3983,3.2222,44.7222,1409.0333,1078.5,513.6,3166,86.5,0.1111,1.5667,0.5007,12675.3667,914.1415,598.6209,-8.0226,42.0667
centered_candidate_000076_47831f38,centered-gaussian,90,90,42.0444,33,10.9,92.1,34.5488,958.0778,787.5,457,2017.2,0.3889,100.5378,3.1778,45.0667,1358.2222,1062,559.9,3032.3,92.1889,0.0889,1.6667,0.5535,13662.3556,861.7769,564.9766,-6.3744,42.0444
centered_candidate_000064_05bd93d5,centered-gaussian,90,90,42.0222,29.5,9.9,85.6,35.2149,954.7333,807,414.1,1821.8,0.4111,99.3522,3.2444,44.5667,1363.6778,1095.5,490.9,2571,90.1,0.1444,1.6889,0.5326,13638.0111,855.6112,548.5233,-7.7074,42.0222
centered_candidate_000002_542b7b20,centered-gaussian,90,90,42.0111,31,10,79.7,34.9639,969.6556,806.5,431.2,2036,0.4333,101.5161,3.2556,44.6333,1391.1889,1087,539.9,3006.2,89.3,0.1444,1.6222,0.5301,13284.3333,867.8045,561.1559,-7.482,42.0111
centered_candidate_000055_4bfac136,centered-gaussian,90,90,42.0111,29.5,10,85.3,33.2347,999.4,807.5,427,1982.1,0.4778,103.5722,3.2667,46.2889,1434.6222,1106,576.7,3187.4,87.3333,0.1333,1.7111,0.5039,13404.6222,882.8097,588.8857,-6.6173,42.0111
centered_candidate_000086_b7f3bad9,centered-gaussian,90,90,41.9667,30.5,10,87.1,34.4275,960.7,771,455.3,1981.7,0.4333,102.0989,3.2111,44.5111,1404.4444,1104.5,627.1,2991.2,92.8333,0.0556,1.7111,0.5597,13952.6444,877.3298,573.3248,-7.2138,41.9667
centered_candidate_000145_28f56c7f,centered-gaussian,90,90,41.9667,31,7,93.2,34.8465,967.1333,774.5,333,1975.4,0.4778,101.3822,3.1889,45.1778,1391.9222,1108.5,466.6,3084.1,88.7111,0.1222,1.6,0.5524,13198.4444,907.9365,600.2492,-10.4232,41.9667
centered_candidate_000150_2556f6a1,centered-gaussian,90,90,41.9556,29,11,90.3,34.9644,965.5444,773.5,461.1,1735.1,0.4111,101.3867,3.2111,44.6889,1371.5444,1050,590.4,2694.7,89.4778,0.1222,1.5667,0.5565,13118.5333,848.8923,553.1957,-6.4822,41.9556
centered_candidate_000040_b25d81fd,centered-gaussian,90,90,41.9222,28.5,10,92.3,35.9374,969.9333,778,451.6,1889.1,0.4667,100.9811,3.2,44.9556,1384.6889,1096.5,543.3,2881.3,85.9778,0.1556,1.6667,0.514,13232.4222,881.4001,586.7115,-7.9687,41.9222
centered_candidate_000055_4efec19d,centered-gaussian,90,90,41.9222,32,9,86.4,35.6593,945.3111,770.5,400.7,1848.1,0.3667,98.6378,3.2222,44.5222,1334.4111,1081,488.2,2654.8,93.5222,0.1333,1.7333,0.5371,14096.4444,851.1836,562.5692,-8.8296,41.9222
centered_candidate_000061_63587663,centered-gaussian,90,90,41.9222,32.5,11,87.3,33.7468,960.6556,780,441.3,1792,0.4,101.0172,3.2444,44.6889,1388.5,1046.5,543.4,2926.3,93.8222,0.1111,1.7556,0.5468,14117.4111,876.4515,559.7391,-5.8734,41.9222
centered_candidate_000102_7f48eaca,centered-gaussian,90,90,41.9222,28.5,10.9,97.3,35.2638,983.3667,782,446,1961.6,0.4556,101.2211,3.2778,45.3222,1410.0667,1062,520,3245.1,89.4,0.1667,1.6556,0.5238,13390.8778,935.7924,606.8558,-6.7319,41.9222
centered_candidate_000106_496c8142,centered-gaussian,90,90,41.9222,30,11,85.2,34.5631,985.0556,819,431.5,2002.2,0.5111,102.5911,3.2667,45.1889,1410.0556,1070,563.5,3072.4,85.8222,0.1667,1.6111,0.513,12941.2444,896.9032,588.5199,-6.2815,41.9222
centered_candidate_000142_3ff2df58,centered-gaussian,90,90,41.9222,29.5,10,83.3,32.7934,974.6667,785.5,424.4,1944.5,0.4444,101.6211,3.2444,45.1667,1391.0222,1073,574.9,3084.9,90.3556,0.1111,1.6556,0.5085,13377.5,879.6387,566.1884,-6.3967,41.9222
centered_candidate_000127_cece7266,centered-gaussian,90,90,41.9111,32,10,83,34.5149,954.4222,783,454.3,1886.9,0.4111,101.8367,3.2222,44.1444,1382.1556,1094,553.3,2535.5,90.2556,0.1222,1.7556,0.5286,13940.2667,823.8808,532.5456,-7.2575,41.9111
centered_candidate_000046_c54fa43e,centered-gaussian,90,90,41.9,31,10,93,34.1842,981.1778,783.5,414.8,1976.6,0.4778,103.0044,3.2333,45.1667,1415.8778,1137,531.4,3123.9,87.5889,0.1444,1.6444,0.5149,13113.4,881.4533,576.0017,-7.0921,41.9
centered_candidate_000004_5440d563,centered-gaussian,90,90,41.8889,29,10,84.1,35.4578,971.1222,775.5,417.2,2077.7,0.4222,99.9944,3.2778,44.9111,1372.5333,1038,520,3006.5,89.9889,0.1222,1.6556,0.5341,13486.7444,893.7243,604.442,-7.7289,41.8889
centered_candidate_000073_32341b5e,centered-gaussian,90,90,41.8889,31.5,6,91.2,38.4021,934.7222,798.5,225.6,2042.7,0.3778,95.5356,3.2222,44.1556,1307.1778,1031,332.7,3012,90.5667,0.1222,1.4889,0.5816,12885.0556,925.2522,619.2348,-13.201,41.8889
centered_candidate_000147_f24abdd9,centered-gaussian,90,90,41.8778,31,9.9,87.5,34.4331,965.5,766,414.3,1932,0.3889,100.0083,3.2222,45.3444,1394.7889,1103,492.2,2767.3,92.0556,0.1111,1.6778,0.5556,13795.5889,869.0707,564.7223,-7.3166,41.8778
