candidateId,strategyVariantId,runs,scenarioCount,avgExp,medianExp,p10Exp,p90Exp,expStdDev,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000117_8a6a6ae7,centered-gaussian,90,90,41.8667,27,11,81.7,34.2199,963.6,733.5,454.6,1923.3,0.3556,100.8556,3.2111,45.5667,1384.7778,1056.5,564,2564.4,95.2667,0.0889,1.8333,0.5326,14589.0667,833.4377,549.9273,-6.11,41.8667
centered_candidate_000035_5c21d0f7,centered-gaussian,90,90,41.8556,31,9,88.1,34.921,968.9222,818,406.7,2047.1,0.4,100.2461,3.2333,44.9667,1382.6778,1072,515.3,3183.6,90.9222,0.1111,1.6333,0.5483,13456.6556,898.57,571.0622,-8.4605,41.8556
centered_candidate_000052_5d4fb53f,centered-gaussian,90,90,41.8556,30,10,90.6,34.9319,955.1444,766.5,442,1607,0.4333,101.2378,3.2333,44.1889,1370.7,1091.5,573.5,2763,89.8667,0.1222,1.7,0.509,13606.4222,832.8781,533.3594,-7.4659,41.8556
centered_candidate_000053_5f6aedc0,centered-gaussian,90,90,41.8556,31.5,10,93,35.2822,956.5778,767.5,382.9,1926.3,0.4333,100.8428,3.1667,44.2778,1378.0556,1079,494.2,2728.2,89.6333,0.1111,1.7,0.5297,13628.7333,873.8887,602.5798,-7.6411,41.8556
centered_candidate_000153_18df7ff6,centered-gaussian,90,90,41.8444,30,9,87.8,35.6866,959.2556,797.5,421.8,1942.6,0.4333,99.2706,3.2444,45.0556,1347.7889,1069,494.1,3030.7,91.7778,0.0889,1.7222,0.534,13838.5111,860.3856,586.4298,-8.8433,41.8444
centered_candidate_000146_619a863b,centered-gaussian,90,90,41.8333,33,10,87.4,35.2519,956.2222,780.5,430.7,1949.9,0.4111,101.9289,3.1556,44.5889,1388.3,1102,571.3,2817.9,92.8222,0.1111,1.7778,0.5378,14199.8667,855.0948,561.9987,-7.6259,41.8333
centered_candidate_000001_85ba3a90,centered-gaussian,90,90,41.8222,32,10.8,86.3,32.7864,970.3,807.5,421.4,2001.8,0.4444,101.4033,3.2222,44.8667,1383,1105,555.7,2912.1,90.3667,0.1222,1.6667,0.5465,13572.1778,864.9463,574.6602,-5.5932,41.8222
centered_candidate_000133_a4ef3e6b,centered-gaussian,90,90,41.8222,31.5,9.9,85.8,34.7919,967.4889,749.5,474.2,1868.5,0.4333,102.6594,3.2,44.9778,1420.2111,1069,599.4,2815.1,89.9556,0.1222,1.7444,0.511,13782.8778,862.2091,557.8391,-7.496,41.8222
centered_candidate_000149_5fce2c48,centered-gaussian,90,90,41.8222,30,11,94.2,34.4492,953.3111,788.5,430.7,1917,0.4,100.8639,3.2556,44.2556,1350.6222,1064,531.7,2740.6,95.1333,0.1,1.7333,0.5511,14066.7889,811.5951,540.4174,-6.2246,41.8222
centered_candidate_000036_98eabbb9,centered-gaussian,90,90,41.8,30,10.9,89.2,33.9258,967.1222,733.5,418.7,1933.5,0.4111,100.6456,3.1778,45.1556,1386.9222,1075,486.5,3105,91.7889,0.1,1.7667,0.521,14025.8222,887.5995,601.2695,-6.0629,41.8
centered_candidate_000112_52230b2a,centered-gaussian,90,90,41.8,31,10.9,92,32.9647,982.8,797.5,434.6,1767.7,0.4667,103.2744,3.2333,45.5111,1417.9111,1127,609.2,3165,88.1333,0.1778,1.6778,0.4952,13339.5111,847.7748,567.6515,-5.5823,41.8
centered_candidate_000124_eb077750,centered-gaussian,90,90,41.8,29,10,83.6,35.1632,964.8444,785.5,438.6,1937.3,0.3889,99.7828,3.2444,45.2889,1376.9667,1055,508,2887.2,94.0778,0.0889,1.7333,0.5527,14036.9667,898.965,597.8991,-7.5816,41.8
search_candidate_000053_8f2925f5,random-phased,90,90,41.8,29.5,8,90.5,36.2832,959.7444,749.5,451.1,2006.1,0.4222,101.6994,3.1444,44.9444,1402.0444,1110.5,545.1,3047.3,85.8111,0.1778,1.6,0.5156,12942.0111,900.9119,589.5797,-10.1416,41.8
centered_candidate_000088_114c0bc0,centered-gaussian,90,90,41.7778,28.5,9,82.4,36.0055,964.9889,770.5,405.3,1870.4,0.4667,100.1061,3.2222,44.9111,1372.5333,1092.5,537.6,2953.8,86.5222,0.1556,1.6222,0.5253,13065.5,876.9929,587.606,-9.0027,41.7778
centered_candidate_000093_1800ade7,centered-gaussian,90,90,41.7667,29,10,87.2,34.6651,935.0667,764,444.4,1872.4,0.3556,98.3472,3.2111,43.7333,1336.9667,1046,518.7,2624.6,96.4333,0.0778,1.7333,0.5757,14297.7111,837.1074,545.9023,-7.3325,41.7667
centered_candidate_000149_9795298c,centered-gaussian,90,90,41.7556,30,10,90.3,34.2135,942.0444,718,377.1,1885.7,0.3778,97.2794,3.2444,44.7111,1342.2222,1049,425.3,2817,97.6778,0.0667,1.7889,0.5743,14602.8222,880.379,570.8738,-7.1067,41.7556
centered_candidate_000087_364475b6,centered-gaussian,90,90,41.7444,30,11,92.3,34.0217,960.6111,754.5,451.8,1954.9,0.3889,100.5772,3.2222,44.8778,1390.4111,1098,523.6,2946.9,94.3889,0.0778,1.8,0.5519,14426.9778,905.1844,573.2454,-6.0109,41.7444
centered_candidate_000120_bb546f86,centered-gaussian,90,90,41.7444,29,10,89.6,34.8108,951.2,777,418.7,1803.8,0.4,99.0978,3.2222,44.5667,1362.6222,1060,525.5,2696.9,91.7444,0.0778,1.7667,0.5497,14072.1667,865.3411,564.951,-7.4054,41.7444
centered_candidate_000032_3c0ed4ea,centered-gaussian,90,90,41.7333,29.5,10.9,89.2,34.7425,968.4889,794,440.9,1961.6,0.4556,101.3294,3.2667,44.6889,1409.2556,1082.5,531.8,3095.8,90.4444,0.1222,1.7222,0.5212,13737.4222,894.7124,570.5772,-6.4712,41.7333
centered_candidate_000082_5acf0cf4,centered-gaussian,90,90,41.7333,28,10,85.2,35.1096,975.4667,785.5,432.1,1949.2,0.4333,101.0611,3.2778,45.1667,1388,1079,532.2,3161.2,90.8333,0.1222,1.6778,0.5445,13601.3333,886.4617,593.1777,-7.5548,41.7333
centered_candidate_000009_3080e8f2,centered-gaussian,90,90,41.7222,28.5,11,89.9,37.1696,952.1333,756,436.2,1948,0.4,101.2672,3.2333,44.3111,1359.0667,1097,572.9,2708.3,90.4111,0.1111,1.7111,0.5284,13771.3889,829.4549,558.9591,-7.5848,41.7222
centered_candidate_000104_7b4592b9,centered-gaussian,90,90,41.7222,31.5,10.8,83.8,34.6878,969.6222,802.5,464,1810.7,0.4222,102.0761,3.2333,44.9444,1383.1556,1119,624,2953.4,89.6778,0.1222,1.6556,0.541,13516.3667,847.0623,571.4428,-6.5439,41.7222
centered_candidate_000147_6b314905,centered-gaussian,90,90,41.7222,31.5,11.9,91.4,33.55,963.8444,795,442.9,1753.7,0.4222,102.265,3.2111,44.2111,1386.8889,1100.5,592.7,3067.2,87.3333,0.1556,1.6889,0.5045,13443.3556,857.8446,553.4406,-4.875,41.7222
centered_candidate_000119_187c9e59,centered-gaussian,90,90,41.7111,31,9,92.1,34.8107,974.5778,803.5,416.5,1995.4,0.4444,102.4372,3.1778,45.4667,1410.6556,1132,570.7,2947,87.4667,0.1556,1.6444,0.5115,13167.9444,888.9059,582.7766,-8.4053,41.7111
centered_candidate_000031_129cb4aa,centered-gaussian,90,90,41.7,30.5,10,89.1,34.8002,946.4889,758,411.2,1907.4,0.3889,99.6389,3.2111,43.8111,1366.9556,1070,545.7,3082,92.4,0.1111,1.6444,0.5538,13706.3667,873.3858,581.0967,-7.4001,41.7
centered_candidate_000044_34231631,centered-gaussian,90,90,41.7,32,10.9,81.1,32.7962,952.7889,804,445.2,1962,0.4667,101.0733,3.2444,44.1,1377.3556,1086,505.7,2789.4,91.5667,0.1222,1.6667,0.5369,13507.9444,837.9417,543.7509,-5.4981,41.7
centered_candidate_000037_33c1c047,centered-gaussian,90,90,41.6556,32,10,86.8,32.4685,985.7333,798,437,1958.5,0.5,103.8911,3.2556,45.2444,1426.2667,1103,601.3,3166.5,87.9111,0.1667,1.6222,0.5228,13089.1889,872.3592,568.6676,-6.2343,41.6556
centered_candidate_000070_9feb0203,centered-gaussian,90,90,41.6556,31,8.9,87.3,35.0407,942.7556,786,397,1810.5,0.3778,99.34,3.2444,44.0444,1354.8667,1061.5,492.2,2675.5,92.8222,0.0556,1.6333,0.5789,13617.6,859.4181,555.4303,-8.6203,41.6556
centered_candidate_000017_5ad42ca4,centered-gaussian,90,90,41.6111,34.5,11,80.5,33.4719,956.6889,794,435.5,1842.9,0.4333,101.25,3.1778,44.8,1364.3111,1084,558.4,2494,91.5111,0.1444,1.6889,0.5317,13731.1778,800.0726,526.1815,-5.736,41.6111
centered_candidate_000057_06402be6,centered-gaussian,90,90,41.6111,29.5,10.9,86.5,34.2425,990.7222,806,482,2078.9,0.4556,103.4939,3.2333,45.7444,1411.8222,1100,647.9,3123.5,85.8222,0.1333,1.6333,0.509,13023.3778,862.3606,572.4478,-6.2212,41.6111
centered_candidate_000098_9ec555a2,centered-gaussian,90,90,41.6111,28,11.9,88.4,33.822,958.9667,758.5,474.5,1862.5,0.4111,101.6539,3.2111,44.5889,1390.4222,1072.5,587.2,2892.5,90.9778,0.1111,1.6889,0.5297,13577.0222,850.3512,536.1053,-5.011,41.6111
centered_candidate_000019_4d29f52f,centered-gaussian,90,90,41.6,31,10,90.4,34.9523,940.2556,743.5,424.2,1764.3,0.3778,100.1206,3.2111,44.1889,1350.7111,1109.5,501.8,2343.3,95.7222,0.0444,1.8778,0.5533,14885.3,824.4853,540.4754,-7.4761,41.6
centered_candidate_000094_80f02db1,centered-gaussian,90,90,41.6,30.5,11,90,32.3892,970.7333,811,453.8,1817.9,0.4778,101.8239,3.2111,44.8333,1388.6667,1091,544.7,2902.2,86.9111,0.1444,1.6667,0.5088,13221.5778,848.3477,552.5021,-5.1946,41.6
centered_candidate_000137_b2c08a47,centered-gaussian,90,90,41.6,30,10,88.1,33.7108,963.2444,806.5,410.8,1832.6,0.4333,101.2511,3.2111,44.9333,1390.4333,1086.5,532.1,2904.6,93.2889,0.0778,1.8333,0.54,14500.1889,851.2324,558.9738,-6.8554,41.6
centered_candidate_000090_ef6254fa,centered-gaussian,90,90,41.5667,30,9.9,92.7,35.0844,932.8444,780.5,410.3,1874.1,0.3778,98.1722,3.2,43.7111,1330.7111,1070.5,467.2,2665.4,94.2667,0.0667,1.7,0.5661,13921.0111,838.5913,556.2641,-7.6422,41.5667
centered_candidate_000105_3191785a,centered-gaussian,90,90,41.5667,27.5,9.9,101.1,36.4649,937.8556,746.5,415.1,1895.4,0.4,98.8133,3.1667,43.6889,1341.7,1037,518.3,3028.5,94.5444,0.0778,1.6889,0.5735,14107.5889,897.2661,585.2998,-8.3325,41.5667
search_candidate_000087_5f736119,random-phased,90,90,41.5556,31,10.9,87,33.1183,979.3222,868.5,442.8,1901.1,0.4444,103.2806,3.2556,44.7889,1370.2444,1112,569.1,2885.2,87.7111,0.1222,1.7333,0.53,13686.9778,790.4416,549.079,-5.6592,41.5556
centered_candidate_000121_bcb26cfe,centered-gaussian,90,90,41.5444,28.5,10,89.5,35.3896,950.8778,755,426.2,1865.3,0.4222,100.6761,3.2,44.3444,1386.3667,1068,493.6,2728.9,91.4889,0.1222,1.7111,0.544,13832.0667,845.498,548.8826,-7.6948,41.5444
centered_candidate_000084_3d25cdb9,centered-gaussian,90,90,41.5333,31,11,88.7,34.3386,959.3444,769,415.3,1979.8,0.4444,100.2172,3.2111,44.2111,1363.3667,1048.5,506.7,3057.9,88.9111,0.1444,1.6111,0.5329,13214.3778,889.2038,597.9342,-6.1693,41.5333
centered_candidate_000075_f8ff141c,centered-gaussian,90,90,41.5222,31,11,88.4,33.4412,985.1444,823,457.9,2034.6,0.4444,102.6128,3.2778,45.0778,1402.0444,1097.5,585.9,2888.6,86.0667,0.1667,1.6556,0.4954,13172.7889,848.7061,555.8916,-5.7206,41.5222
centered_candidate_000116_9503c962,centered-gaussian,90,90,41.5222,31,10,94.2,34.8305,968.1667,763.5,422.1,2005.3,0.4556,102.7744,3.2444,44.3667,1391.5556,1123,531.5,3017.7,87.4333,0.1778,1.5778,0.5062,12797.4,859.9327,574.0426,-7.4152,41.5222
centered_candidate_000015_ad01cf77,centered-gaussian,90,90,41.5111,31,10,83.8,33.7492,989.0444,824.5,431.6,1977.4,0.4778,103.3694,3.2,45.7444,1420.3333,1146,551.9,3176,83.9333,0.1778,1.6556,0.4689,12853.8222,890.8023,587.3249,-6.8746,41.5111
centered_candidate_000097_0d85b37f,centered-gaussian,90,90,41.4889,30.5,9.9,93,33.8648,950.8111,774,417.1,1807.9,0.3556,99.9828,3.2,44.5778,1376.3778,1056,517.4,2670.3,92.6,0.0778,1.6444,0.5538,13655.8,863.0429,548.9966,-7.0324,41.4889
centered_candidate_000115_44c6c58e,centered-gaussian,90,90,41.4889,28.5,11,89.7,34.5361,951.3889,740.5,449.7,1896.5,0.4,100.8028,3.2444,44.3778,1356.3222,1091,541.1,2887.7,95.9222,0.1,1.7556,0.5583,14289.0444,828.1459,546.2985,-6.268,41.4889
centered_candidate_000050_af87f869,centered-gaussian,90,90,41.4778,29.5,11,84.2,33.4103,971.3889,788.5,459.5,1986.3,0.4556,102.0033,3.2778,44.6667,1401.9444,1071.5,570.7,3132.7,88.9333,0.1556,1.6556,0.5238,13383.4889,885.2063,568.5392,-5.7052,41.4778
centered_candidate_000086_c243709a,centered-gaussian,90,90,41.4778,29.5,11,93.3,33.8924,966.9,795.5,436.5,1988.6,0.4444,100.8317,3.2222,45.1667,1389.1667,1097,538.9,3061.1,91.4222,0.0778,1.8111,0.5118,14151.4222,881.1684,582.607,-5.9462,41.4778
centered_candidate_000010_1d511bcb,centered-gaussian,90,90,41.4667,30,9.9,86.4,34.3098,954.2333,770.5,460.6,2014.4,0.3889,101.4328,3.2222,44.2444,1386.5444,1078.5,559,2964.4,93.6,0.0778,1.7444,0.5432,14223.9556,871.6175,564.4214,-7.2549,41.4667
centered_candidate_000037_f1a21f86,centered-gaussian,90,90,41.4667,31,10.9,82.1,31.8902,967.6444,822,424,1905.7,0.4222,100.3083,3.2333,45.1667,1368.5333,1067.5,517.4,3064.8,90.5667,0.1222,1.6444,0.5388,13437.0222,863.3808,566.4017,-5.0451,41.4667
centered_candidate_000080_9bd3ce6c,centered-gaussian,90,90,41.4444,31.5,8.9,79.2,34.1669,960.9222,804,432.7,1897.2,0.4556,101.6828,3.2333,44.4111,1385.1,1091.5,500.9,2996.6,90.5889,0.1,1.7444,0.5421,13926.8778,872.7739,567.936,-8.1835,41.4444
centered_candidate_000060_1a9244af,centered-gaussian,90,90,41.4111,30,11,89.1,33.6273,966.1111,818.5,451.2,1692.1,0.4444,101.6056,3.2444,44.1111,1396.5,1122,556.4,3188.9,87.7111,0.1333,1.6444,0.5143,13216.3222,868.8399,557.657,-5.8137,41.4111
centered_candidate_000111_dca9c32c,centered-gaussian,90,90,41.4,28.5,11,93.1,32.9089,977.8111,798,452.5,1922.6,0.4222,101.9594,3.2222,45.2889,1398.6778,1120,562.6,2806,90.7556,0.1444,1.6333,0.5472,13417.2556,845.7908,572.0705,-5.4544,41.4
search_candidate_000033_60f30c92,random-phased,90,90,41.4,32,9,78.4,34.405,932.5667,783.5,373.8,1757.4,0.3444,96.5667,3.2222,44.0333,1298.7889,1009,418.4,2455.7,96.5333,0.0778,1.7222,0.5782,14227.5444,836.8708,548.4963,-8.2025,41.4
centered_candidate_000051_1fc878a0,centered-gaussian,90,90,41.3889,30.5,10.9,89.3,34.6832,956,779.5,432.1,1950.2,0.4111,100.7922,3.2,44.4889,1369.6222,1060,562.5,2935.3,91,0.1222,1.6778,0.5435,13647.7111,859.3744,567.7381,-6.4416,41.3889
centered_candidate_000069_2e20cbaf,centered-gaussian,90,90,41.3889,30.5,11.9,85.2,35.2243,941.1,735,441.7,1894.3,0.3889,98.9344,3.2,43.9889,1346.5556,1032,490,3047.6,96.1778,0.0778,1.7444,0.5657,14327.1556,877.4093,562.325,-5.7121,41.3889
centered_candidate_000141_b74f9506,centered-gaussian,90,90,41.3889,29,9.9,103.3,35.9922,954.8444,800.5,426.9,1992.8,0.4667,101.0022,3.1556,44.2556,1363.7333,1053,569.4,2984.2,86.7889,0.1111,1.6556,0.5351,13299.4889,868.5443,571.3305,-8.0961,41.3889
centered_candidate_000125_daf62ac3,centered-gaussian,90,90,41.3667,29.5,11,85.7,33.899,935.7889,761,421.7,1892.9,0.3444,100.1906,3.2556,43.4778,1359.8,1063,511.8,2674.5,96.6111,0.0889,1.8111,0.5539,14653.1222,827.0633,534.0584,-5.9495,41.3667
centered_candidate_000006_a57f83e8,centered-gaussian,90,90,41.3444,30,10.9,86.3,33.1717,976.7333,804.5,448.1,1922.4,0.4778,102.6533,3.2444,44.7556,1409.8778,1116,540.9,2967.8,88.3889,0.1889,1.5778,0.5384,12989.4444,876.4913,562.0002,-5.6858,41.3444
centered_candidate_000007_92114291,centered-gaussian,90,90,41.3444,28.5,11,85,35.2443,969.7444,823,422.6,1982.9,0.4444,100.7189,3.2,44.9333,1387.2111,1067.5,530.1,3020.6,85.2889,0.1778,1.5333,0.5249,12586.6444,903.7043,599.1683,-6.6221,41.3444
centered_candidate_000048_8ce6354b,centered-gaussian,90,90,41.3444,30,11,90.3,35.6374,952.0333,774,454.4,2055.1,0.4333,99.4706,3.2,44.2222,1356.3333,1031,560.9,3088,87.5333,0.1111,1.5222,0.5531,12797.3667,898.926,577.6231,-6.8187,41.3444
centered_candidate_000155_17c03f0d,centered-gaussian,90,90,41.3333,30.5,7,97.4,35.5181,935.1667,793.5,247.7,1679.3,0.3889,96.9539,3.2222,44.0778,1326.9444,1056,349,2900,93.9222,0.1,1.5778,0.5888,13546.4556,893.4182,595.3803,-10.759,41.3333
centered_candidate_000048_eeb2787a,centered-gaussian,90,90,41.3222,31,11.9,91.3,33.4305,954.9222,769.5,459.8,1762.4,0.4111,102.2022,3.1889,44.3667,1382.3222,1081.5,578.7,2783.7,90.1222,0.1222,1.7222,0.5253,13665.4667,827.0129,512.2766,-4.8152,41.3222
centered_candidate_000100_a121a3c2,centered-gaussian,90,90,41.3222,30,10.9,92.3,35.4686,963.9111,786.5,424.5,1961.2,0.4556,100.8783,3.1778,44.6444,1379.9444,1084.5,539.8,3079.4,86.1111,0.1778,1.6111,0.5227,13018.0111,882.5094,575.7836,-6.8343,41.3222
search_candidate_000038_02820218,random-phased,90,90,41.3222,29.5,10,90.2,33.9375,991.5222,822.5,445.6,1955.1,0.5111,104.3733,3.2556,45.2333,1425.6,1162.5,580.1,3139.8,81.5778,0.1556,1.5444,0.495,12385.8,860.3564,573.1238,-6.9687,41.3222
centered_candidate_000059_38210e19,centered-gaussian,90,90,41.3111,29,11,93,33.7032,953.0222,735,446.5,1837.5,0.4222,101.1211,3.1556,44.2444,1375.4222,1086.5,575.3,2748.2,90.7111,0.1333,1.6222,0.5459,13467.1667,836.9662,550.3645,-5.8516,41.3111
centered_candidate_000088_d3d5fb3f,centered-gaussian,90,90,41.3111,30.5,8.9,95.1,33.4228,940.8222,799,372,1769.2,0.3667,99.8728,3.1889,44.1222,1373.1667,1093,469.8,2787.1,95.2556,0.1111,1.8111,0.5481,14550.5333,848.2378,559.7691,-7.8114,41.3111
centered_candidate_000099_2e02f63f,centered-gaussian,90,90,41.3,29.5,10.9,90,33.6229,971.5667,792.5,417.4,1976.1,0.4667,101.4572,3.2222,44.9889,1389.2333,1118,543.4,3049.3,85.2111,0.1333,1.6222,0.5026,12941.6778,884.069,585.7583,-5.9114,41.3
centered_candidate_000014_b976034c,centered-gaussian,90,90,41.2889,31.5,11.9,84.6,33.494,970.0778,790,429,1963.3,0.4667,102.5206,3.2,44.3778,1372.5,1095.5,606.3,2836.5,86,0.1444,1.6,0.5152,12850.6556,826.5531,575.6127,-4.847,41.2889
centered_candidate_000022_8d4162e8,centered-gaussian,90,90,41.2889,28.5,10,81,34.254,935.1667,732.5,431.6,1875.3,0.3667,98.6389,3.1444,44.1,1352.1778,1032,467.4,3069.1,92.9667,0.0778,1.7222,0.5625,14073.1111,878.1011,552.1445,-7.127,41.2889
centered_candidate_000129_8b0f5bc2,centered-gaussian,90,90,41.2778,32.5,10.9,83.8,33.9356,945.5667,766.5,443.7,1937.7,0.3778,99.425,3.2111,44.2,1355.6444,1085,553.3,3011.8,94,0.1,1.7444,0.5601,14227.8444,868.6907,558.1364,-6.0678,41.2778
centered_candidate_000036_59dbc3c1,centered-gaussian,90,90,41.2667,29,10.7,91.4,34.5722,949.6889,779,400.5,1855.8,0.4222,100.7867,3.1889,44.2778,1385.3667,1102,547,2854.8,90.9222,0.0889,1.7778,0.531,14007.4556,867.7905,559.0533,-6.5861,41.2667
centered_candidate_000078_868249f0,centered-gaussian,90,90,41.2667,28.5,10,88.2,36.867,961.7778,740.5,431.8,1973.9,0.4667,102.2822,3.1778,44.6778,1383.6889,1115,537.7,2777.9,88.1333,0.1556,1.6222,0.5173,13181.3778,838.7357,570.9359,-8.4335,41.2667
centered_candidate_000141_f395d6ad,centered-gaussian,90,90,41.2667,30.5,10,93.5,33.2475,959.7667,755.5,450.7,1884.5,0.3889,101.8817,3.1889,44.6889,1390.7778,1090.5,584.2,3133.3,94.3778,0.1111,1.7667,0.5567,14298.0444,853.234,552.9366,-6.6237,41.2667
centered_candidate_000103_55d5149f,centered-gaussian,90,90,41.2556,30,12,86.1,33.6477,987.1,831,452.9,2004.2,0.4778,104.5539,3.2222,45.4,1432.2778,1137,620.4,3016.7,84.7444,0.1667,1.6667,0.5048,13186.5444,848.1286,554.7779,-4.8239,41.2556
search_candidate_000026_db17df18,random-phased,90,90,41.2556,29,10,88.1,35.8533,918.7222,713,401.8,1829.3,0.3222,96.6994,3.1556,43.8333,1330.5778,1033.5,490.5,2530.9,98.9111,0.0889,1.7222,0.5971,14467.3222,898.1007,553.6987,-7.9266,41.2556
centered_candidate_000098_7ca19527,centered-gaussian,90,90,41.2444,30,7,84.2,34.0321,950.2222,770.5,354.4,1964.6,0.4111,99.3183,3.1778,44.3667,1374.2333,1065,489.4,2859.8,91.1667,0.1111,1.6444,0.5576,13508.8333,887.0505,582.7431,-10.0161,41.2444
centered_candidate_000003_1758ddc6,centered-gaussian,90,90,41.2222,30.5,8.9,91.2,36.3544,942.4333,722.5,355.2,2063.9,0.4,98.4156,3.1778,43.8111,1333.0778,1033,480.8,3017.1,93.9778,0.1111,1.6889,0.5693,13899.9556,898.267,615.5368,-9.2772,41.2222
centered_candidate_000146_e4f54f78,centered-gaussian,90,90,41.2222,32.5,10,83.3,32.7678,947.0111,778.5,413.6,1897.5,0.4,100.8222,3.2,43.8111,1371.4,1145,517.7,2928.7,90.5,0.1444,1.6889,0.516,13621.0778,842.0153,540.6889,-6.3839,41.2222
centered_candidate_000157_32af6603,centered-gaussian,90,90,41.2222,32,9.9,87.1,33.0766,964.2,816,417.9,1905.8,0.4222,101.1339,3.2333,44.7111,1382.6667,1091,460,2963.4,90.0556,0.1444,1.7444,0.5152,13756.7556,862.3509,562.0991,-6.6383,41.2222
centered_candidate_000065_51752caf,centered-gaussian,90,90,41.2111,29,10,99.6,35.0385,940.6222,754,407.7,1750.8,0.4556,99.5122,3.1889,44.3,1351.3222,1089.5,449.8,2463,90.1,0.1111,1.6667,0.53,13444.5111,860.9856,573.1457,-7.5193,41.2111
centered_candidate_000026_61aa66fd,centered-gaussian,90,90,41.2,31.5,11,88.3,32.3279,952.4333,773,437.6,1702.6,0.3889,100.8994,3.2444,43.9111,1359.6556,1084.5,551,2882.2,95.3667,0.1,1.7889,0.5453,14423.8111,828.2044,557.9651,-5.164,41.2
centered_candidate_000081_bd1f4f5e,centered-gaussian,90,90,41.1889,30.5,12,89.4,33.7951,961.8667,799.5,464.2,1839.2,0.4222,101.2578,3.1778,44.6556,1377.8444,1041.5,592,3109.5,86.7778,0.1333,1.6,0.5233,13003.1222,863.0708,548.3596,-4.8975,41.1889
centered_candidate_000039_57c457cc,centered-gaussian,90,90,41.1778,29.5,9.9,81.4,34.1756,948.8333,761,414.7,1853.2,0.4556,100.9367,3.1889,44.0111,1371.2111,1079,528.2,3055.6,89.2889,0.1111,1.6889,0.5242,13549.5778,870.5273,565.7102,-7.1878,41.1778
centered_candidate_000062_9feca590,centered-gaussian,90,90,41.1667,30.5,12,83.6,34.3958,957.1333,773,450.9,1941.1,0.4,101.1206,3.2444,44.2556,1360.9889,1078.5,570.5,3108.3,90.8556,0.1,1.7222,0.5289,13786.5333,854.4877,564.8191,-5.1979,41.1667
centered_candidate_000070_f54e039e,centered-gaussian,90,90,41.1667,27.5,10,87.5,34.1927,953.6111,777.5,426.8,2029.4,0.3889,99.8261,3.2444,44.4333,1365.1778,1044.5,548.6,3101.6,92.5778,0.1222,1.7333,0.5494,14030.2222,874.1257,562.3765,-7.0963,41.1667
centered_candidate_000075_223b7ec7,centered-gaussian,90,90,41.1556,29,10,83.1,34.0614,936.7111,778,421.9,1964.9,0.3333,97.1111,3.2333,43.9111,1334.2111,990,493.1,2957.6,100.7,0.0333,1.8333,0.5988,15148.7556,895.057,573.4514,-7.0307,41.1556
centered_candidate_000103_f67981d5,centered-gaussian,90,90,41.1556,29,10.9,92.1,34.1604,978.2667,751,459,1934.6,0.4444,101.8656,3.2222,45.3222,1392.5889,1058.5,572.6,2927.9,85.7111,0.1778,1.6,0.5098,12946.2,871.8271,586.7969,-6.1802,41.1556
centered_candidate_000123_baf4161e,centered-gaussian,90,90,41.1556,31,9.9,86.2,34.6355,962.2667,779.5,429.1,1952.4,0.4333,101.1028,3.2,45.0667,1374.2556,1083.5,549.2,2837,89.5333,0.1222,1.7444,0.523,13717.3778,856.6424,570.6973,-7.4178,41.1556
centered_candidate_000063_70b2f9eb,centered-gaussian,90,90,41.1444,30,10,83.4,32.744,964.9222,814.5,410.7,1853.1,0.4,100.9611,3.2222,45.0667,1386.8333,1089.5,496.4,2702.7,90.1667,0.1111,1.6444,0.5351,13418.1556,847.6909,548.0164,-6.372,41.1444
centered_candidate_000082_7ee322a5,centered-gaussian,90,90,41.1444,30,11,78.1,32.8111,962.4,770,453.8,1875.6,0.4111,101.9544,3.2556,44.3667,1396.3222,1097.5,575.7,2809.6,90.5556,0.1,1.7444,0.5128,13812.1889,843.3448,538.1787,-5.4055,41.1444
centered_candidate_000119_ad8993fe,centered-gaussian,90,90,41.1444,31.5,10,83.1,34.26,937.8556,767,436.7,1745.3,0.3889,100.5339,3.1889,43.7222,1359.9778,1087,573.6,2906,94.5333,0.0667,1.7111,0.5726,14130.8222,838.0124,543.337,-7.13,41.1444
centered_candidate_000150_83664dab,centered-gaussian,90,90,41.1444,32,10,84.3,33.9655,956.6,787.5,444.4,1711.5,0.4333,101.2244,3.1889,44.2222,1374.1556,1067.5,560,2949.6,89.3,0.1111,1.6667,0.5428,13525.8667,848.0524,549.9355,-6.9828,41.1444
general_top5-average-phased_ab05a46e,top5-average-phased,90,90,41.1444,28.5,10,88.2,34.2616,963,800.5,448.9,1779.8,0.4667,102.2717,3.2111,44.5,1375.1556,1089.5,559,2899,86.8333,0.1556,1.6556,0.5053,13329.5778,834.7589,548.0328,-7.1308,41.1444
centered_candidate_000044_fbeb4194,centered-gaussian,90,90,41.1333,29.5,10,89.2,34.3444,949.5444,765,438.8,1968.3,0.4333,100.4283,3.1889,44.2333,1365.2778,1069.5,530.8,2990.4,90.8111,0.1222,1.6778,0.5473,13665.5333,885.1371,571.4494,-7.1722,41.1333
