candidateId,strategyProfileHash,phaseId,startSeconds,endSeconds,runs,survivalRate,avgScoreGain,avgExpGain,avgLevelGain,avgKills,avgDamageDealt,avgDamageTaken,avgPickupsCollected,avgEnemiesSpawned,phaseFitnessScore
search_candidate_000007_023e6cf8,fnv1a-ae8704ef,0-30,0,30,3,1,178.3333,1.6667,0,2.6667,66.6667,1,1.6667,32,2.6334
search_candidate_000002_24341cdd,fnv1a-9b5cc6e4,0-30,0,30,3,1,166.6667,1,0,1.6667,46.6667,0,1,32,2.5334
search_candidate_000011_84b16447,fnv1a-4099bbb7,0-30,0,30,3,1,166.6667,1,0,1.6667,40,0,1,32,2.5334
search_candidate_000025_d44cef31,fnv1a-e9390a77,0-30,0,30,3,1,170.3333,0.6667,0,2,43.3333,0,0.6667,32,2.4
search_candidate_000040_a3066a06,fnv1a-da48ba21,0-30,0,30,3,1,170,0.6667,0,2,40,0,0.6667,32,2.4
search_candidate_000018_22f17f33,fnv1a-c1c0c29d,0-30,0,30,3,1,166.6667,1.3333,0,1.6667,33.3333,0.4,1.3333,32,2.3333
search_candidate_000014_d0e16137,fnv1a-d1045056,0-30,0,30,3,1,163,1,0,1.3333,30,0,1,32,2.2666
search_candidate_000023_8af10d67,fnv1a-3c08a33a,0-30,0,30,3,1,170,1,0,2,50,0.4,1,32,2.2
search_candidate_000010_3bdb8996,fnv1a-3be8015b,0-30,0,30,3,1,166,0.6667,0,1.6667,40,0,0.6667,32,2.1334
search_candidate_000012_d8bbd995,fnv1a-68e96998,0-30,0,30,3,1,166,0.6667,0,1.6667,36.6667,0,0.6667,32,2.1334
search_candidate_000008_2fa829d9,fnv1a-4975a692,0-30,0,30,3,1,169.6667,0.3333,0,2,40,0,0.3333,32,2
search_candidate_000006_5737dfee,fnv1a-270d1d96,0-30,0,30,3,1,174.3333,2.3333,0,2.3333,56.6667,1.8,2.3333,32,1.9666
search_candidate_000004_6fbe3eb2,fnv1a-c5a7ea25,0-30,0,30,3,1,173.3333,1.3333,0,2.3333,60,1.4,1.3333,32,1.3666
search_candidate_000024_58a6ee32,fnv1a-498cdbf3,0-30,0,30,3,1,157.6667,0.3333,0,1,23.3333,0,0.3333,32,1.2
search_candidate_000031_d1b82143,fnv1a-1d313aca,0-30,0,30,3,1,157.6667,0.3333,0,1,23.3333,0,0.3333,32,1.2
search_candidate_000021_ef483879,fnv1a-000c8985,0-30,0,30,3,1,161,0,0,1.3333,36.6667,0,0,32,1.0666
search_candidate_000030_3d77131c,fnv1a-9a38a93d,0-30,0,30,3,1,173.6667,2,0,2.3333,56.6667,2.2,2,32,0.9666
search_candidate_000005_575f7d1e,fnv1a-3eac0304,0-30,0,30,3,1,153,0,0,0.6667,13.3333,0,0,32,0.5334
search_candidate_000020_91ce2edf,fnv1a-5cd95d76,0-30,0,30,3,1,149,0,0,0.3333,10,0,0,32,0.2666
search_candidate_000027_923cfa57,fnv1a-edc55455,0-30,0,30,3,1,145,0,0,0,10,0,0,32,0
search_candidate_000036_b7931094,fnv1a-0a768c25,30-60,30,60,3,1,384.3333,13.3333,1,18.6667,428.6667,4,13.3333,50,153.3733
search_candidate_000038_a4bb761d,fnv1a-dbdd75a6,30-60,30,60,3,1,353.6667,12,1,16,370.6667,1.2,12,50,153.2533
search_candidate_000010_3bdb8996,fnv1a-3be8015b,30-60,30,60,3,1,367,14,1,17.3333,370,6,14,50,147.9333
search_candidate_000012_d8bbd995,fnv1a-68e96998,30-60,30,60,3,1,355,10.6667,1,16.6667,405.6667,5.2,10.6667,50,146.0867
search_candidate_000023_8af10d67,fnv1a-3c08a33a,30-60,30,60,3,1,361.6667,14.3333,1,17,393.3333,7.4,14.3333,50,145.88
search_candidate_000024_58a6ee32,fnv1a-498cdbf3,30-60,30,60,3,1,343,10,1,15.6667,360,4,10,50,145.6667
search_candidate_000002_24341cdd,fnv1a-9b5cc6e4,30-60,30,60,3,1,351,11.6667,1,16.3333,360,6.2,11.6667,50,144.04
search_candidate_000028_88474ab8,fnv1a-bf5e9b16,30-60,30,60,3,1,366.3333,13,1,17.6667,400,8.2,13,50,143.9067
search_candidate_000040_a3066a06,fnv1a-da48ba21,30-60,30,60,3,1,344.3333,12.6667,1,15.6667,353.3333,6.6,12.6667,50,143.5201
balanced_default,fnv1a-407f57e7,30-60,30,60,3,1,351,13.3333,1,16.3333,383.3333,8.4,13.3333,50,142.2133
search_candidate_000005_575f7d1e,fnv1a-3eac0304,30-60,30,60,3,1,336.6667,9.6667,1,15.3333,366.3333,5.8,9.6667,50,141.8867
search_candidate_000018_22f17f33,fnv1a-c1c0c29d,30-60,30,60,3,1,385,15,1,19.3333,455,12,15,50,141.8333
search_candidate_000015_33c83292,fnv1a-e4149b5d,30-60,30,60,3,1,355.6667,12.3333,1,17,383.3333,9.8,12.3333,50,139.36
search_candidate_000004_6fbe3eb2,fnv1a-c5a7ea25,30-60,30,60,3,1,359.6667,14.6667,1,17.3333,413.3333,12.8,14.6667,50,137.2267
search_candidate_000037_f6c46ec6,fnv1a-07e867eb,30-60,30,60,3,1,338,11.3333,1,15.6667,368,9.6,11.3333,50,137.08
search_candidate_000039_cb24e5e2,fnv1a-c172e4de,30-60,30,60,3,1,363,14.3333,1,17.6667,410.3333,13,14.3333,50,136.8067
search_candidate_000008_2fa829d9,fnv1a-4975a692,30-60,30,60,3,1,340.3333,10.6667,1,16,403.3333,10.2,10.6667,50,136.3734
search_candidate_000013_6c47d155,fnv1a-641ca314,30-60,30,60,3,1,322.3333,11.6667,1,14.3333,371,10,11.6667,50,135.42
search_candidate_000017_60ca10c5,fnv1a-8da23126,30-60,30,60,3,1,349.6667,13.3333,1,16.6667,397.3333,12.6,13.3333,50,135.2667
search_candidate_000022_b8acd643,fnv1a-8447019e,30-60,30,60,3,1,357.6667,14.3333,1,17.3333,386.6667,14,14.3333,50,134.1999
search_candidate_000003_79ebbde3,fnv1a-0b91e9f4,30-60,30,60,3,1,346.6667,15.3333,1,16.3333,383.3333,14.2,15.3333,50,133.7733
search_candidate_000035_07937df5,fnv1a-48d9a4c8,30-60,30,60,3,1,353.3333,14,1,17,393,14,14,50,133.66
search_candidate_000029_bcd5caaa,fnv1a-3598f3aa,30-60,30,60,3,1,351.6667,12,1,17,379,12.8,12,50,133.54
search_candidate_000019_9d84cd41,fnv1a-58883e70,30-60,30,60,3,1,342,14.3333,1,16,387.6667,13.8,14.3333,50,133.2466
search_candidate_000030_3d77131c,fnv1a-9a38a93d,30-60,30,60,3,1,344.3333,14.3333,1,16.3333,396.6667,14.8,14.3333,50,131.9599
search_candidate_000033_032e0d09,fnv1a-02be5a28,30-60,30,60,3,1,354.3333,12.6667,1,17.3333,395.3333,14.8,12.6667,50,131.2667
search_candidate_000026_6cb61a3b,fnv1a-b7f350d5,30-60,30,60,3,1,345.3333,12,1,16.6667,376.6667,14.6,12,50,129.92
search_candidate_000032_66069100,fnv1a-4ea28370,30-60,30,60,3,1,352.3333,12,1,17.3333,412.3333,15.6,12,50,129.5
search_candidate_000006_5737dfee,fnv1a-270d1d96,30-60,30,60,3,1,347.3333,15,1,17,401.3333,20.2,15,50,123.6667
search_candidate_000001_3dcb0ae4,fnv1a-cc1ab11a,30-60,30,60,3,1,354.3333,13.3333,1,18,425.6667,22.2,13.3333,50,119.8866
search_candidate_000014_d0e16137,fnv1a-d1045056,30-60,30,60,3,1,326,10.6667,1,15.6667,354,18.8,10.6667,50,119.5734
search_candidate_000016_f373d763,fnv1a-f821d1aa,30-60,30,60,3,1,341.3333,13.6667,1,17.6667,410,29.8,13.6667,50,105.8934
search_candidate_000007_023e6cf8,fnv1a-ae8704ef,30-60,30,60,3,1,294,7.6667,0.6667,14.3333,305.6667,5.2,7.6667,50,98.7573
search_candidate_000009_0cb5ae59,fnv1a-1c0a9f69,30-60,30,60,3,1,320.6667,9,0.6667,17,380.6667,10.8,9,50,94.1773
search_candidate_000027_923cfa57,fnv1a-edc55455,30-60,30,60,3,1,299.3333,9,1,15,348,32.4,9,50,92.64
search_candidate_000011_84b16447,fnv1a-4099bbb7,30-60,30,60,3,1,280,8.3333,0.6667,13.6667,320,10.8,8.3333,50,88.964
search_candidate_000025_d44cef31,fnv1a-e9390a77,30-60,30,60,3,1,288,7.6667,0.6667,14.6667,333.3333,13.2,7.6667,50,85.2441
search_candidate_000020_91ce2edf,fnv1a-5cd95d76,30-60,30,60,3,1,264.3333,7.3333,0.6667,14,326.6667,26.4,7.3333,50,60.3506
search_candidate_000031_d1b82143,fnv1a-1d313aca,30-60,30,60,3,1,328.6667,9.6667,0.6667,20,440,35.4,9.6667,50,54.7507
search_candidate_000034_758d0c28,fnv1a-9e07b435,30-60,30,60,3,1,220,6.6667,0.3333,10.6667,270.6667,5.4,6.6667,50,53.0227
search_candidate_000021_ef483879,fnv1a-000c8985,30-60,30,60,3,1,238.3333,8.6667,0.3333,13,306.6667,15.8,8.6667,50,39.356
