candidateId,strategyProfileHash,phaseId,startSeconds,endSeconds,runs,survivalRate,avgScoreGain,avgExpGain,avgLevelGain,avgKills,avgDamageDealt,avgDamageTaken,avgPickupsCollected,avgEnemiesSpawned,phaseFitnessScore
centered_candidate_000008_7e955cea,fnv1a-6b330da9,0-30,0,30,3,1,180,2.3333,0,2.6667,56.6667,0.6,2.3333,32,4.0333
centered_candidate_000020_ee176001,fnv1a-02e5a985,0-30,0,30,3,1,180,2.3333,0,2.6667,56.6667,0.6,2.3333,32,4.0333
balanced_default,fnv1a-407f57e7,0-30,0,30,3,1,175.6667,1.6667,0,2.3333,56.6667,0,1.6667,32,3.8667
centered_candidate_000005_6a9f8d9c,fnv1a-87dd86c9,0-30,0,30,3,1,179.6667,2.3333,0,2.6667,56.6667,0.8,2.3333,32,3.7333
centered_candidate_000018_e147ad0d,fnv1a-36c8e9d6,0-30,0,30,3,1,179.6667,2.3333,0,2.6667,56.6667,0.8,2.3333,32,3.7333
centered_candidate_000022_94330da2,fnv1a-deb166b9,0-30,0,30,3,1,179.6667,2.3333,0,2.6667,56.6667,0.8,2.3333,32,3.7333
centered_candidate_000013_0210fb8b,fnv1a-d9fcc853,30-60,30,60,3,1,382,14.6667,1,18,403.3333,0.6,14.6667,50,159.6534
centered_candidate_000010_40325819,fnv1a-bd0e1a8a,30-60,30,60,3,1,388.3333,14.6667,1,18.6667,429,1.8,14.6667,50,158.6734
centered_candidate_000027_35aca95c,fnv1a-151c0407,30-60,30,60,3,1,387.3333,15,1,18.6667,425.3333,3.2,15,50,156.4134
centered_candidate_000016_1cfcdd98,fnv1a-2ec1748d,30-60,30,60,3,1,372.6667,11.6667,1,17.6667,405.3333,1.4,11.6667,50,154.9201
centered_candidate_000008_7e955cea,fnv1a-6b330da9,30-60,30,60,3,1,392.3333,13.3333,1,19.3333,433,3.8,13.3333,50,154.4866
centered_candidate_000024_d9653e98,fnv1a-48002b7c,30-60,30,60,3,1,387,13,1,19,418,4.6,13,50,152.08
balanced_default,fnv1a-407f57e7,30-60,30,60,3,1,364.3333,13,1,17,403.3333,3.4,13,50,151.9467
centered_candidate_000029_fe1ae582,fnv1a-fa90056c,30-60,30,60,3,1,380.3333,14,1,18.3333,410,4.8,14,50,151.8933
centered_candidate_000015_92804693,fnv1a-9edbc76b,30-60,30,60,3,1,380.3333,14,1,18.3333,403.3333,4.8,14,50,151.76
centered_candidate_000005_6a9f8d9c,fnv1a-87dd86c9,30-60,30,60,3,1,356.3333,12.6667,1,16.3333,398.3333,3,12.6667,50,151.5667
centered_candidate_000020_ee176001,fnv1a-02e5a985,30-60,30,60,3,1,380,14.3333,1,18.3333,400,5.4,14.3333,50,150.9466
centered_candidate_000018_e147ad0d,fnv1a-36c8e9d6,30-60,30,60,3,1,393.6667,12.6667,1,19.6667,413.3333,5.4,12.6667,50,150.8801
centered_candidate_000012_fcf0150c,fnv1a-c52f2413,30-60,30,60,3,1,363,12.6667,1,17,393.3333,4.4,12.6667,50,149.6134
centered_candidate_000022_94330da2,fnv1a-deb166b9,30-60,30,60,3,1,382.3333,14.3333,1,18.6667,432.6667,6.8,14.3333,50,149.4133
centered_candidate_000030_54f7211a,fnv1a-8af08d0e,30-60,30,60,3,1,387,15.3333,1,19,430.6667,7.6,15.3333,50,149.2666
centered_candidate_000001_243fec99,fnv1a-f9635045,30-60,30,60,3,1,372.6667,12.3333,1,18,409.6667,5.6,12.3333,50,148.4466
centered_candidate_000007_670920f8,fnv1a-bd24e5e7,30-60,30,60,3,1,373.3333,14,1,18,413.3333,7,14,50,147.6667
centered_candidate_000011_7f0b6569,fnv1a-f649b3cf,30-60,30,60,3,1,376,14,1,18.3333,403.3333,8.2,14,50,145.64
centered_candidate_000017_f5a39e03,fnv1a-2064901a,30-60,30,60,3,1,372,14,1,18,411.6667,8.6,14,50,144.7533
centered_candidate_000023_532e72b8,fnv1a-4947cd6f,30-60,30,60,3,1,343,11.6667,1,15.6667,373.3333,6,11.6667,50,144.0001
centered_candidate_000025_f9522645,fnv1a-3f4f1309,30-60,30,60,3,1,378.3333,14,1,18.6667,420,9.6,14,50,143.7867
centered_candidate_000009_38255bf5,fnv1a-e339fe14,30-60,30,60,3,1,379.3333,15.3333,1,18.6667,426.6667,10.6,15.3333,50,143.4533
centered_candidate_000004_3c0f6d85,fnv1a-96ceeb8b,30-60,30,60,3,1,356,14.3333,1,16.6667,390,8.6,14.3333,50,143.32
centered_candidate_000026_ebc08ee4,fnv1a-ea91a105,30-60,30,60,3,1,354.3333,13.3333,1,16.6667,386.6667,9,13.3333,50,141.5333
centered_candidate_000021_94339da4,fnv1a-1dad5dc2,30-60,30,60,3,1,386.3333,12.6667,1,19.6667,420,11.6,12.6667,50,139.8534
centered_candidate_000006_59289b20,fnv1a-32155416,30-60,30,60,3,1,340.3333,12.3333,1,15.6667,372.3333,9.2,12.3333,50,138.8867
centered_candidate_000003_d4fd7270,fnv1a-559461c7,30-60,30,60,3,1,381,13,1,19.3333,426.6667,13,13,50,137.4666
centered_candidate_000028_00e9efeb,fnv1a-a4abb5a4,30-60,30,60,3,1,364,14,1,18.3333,417,18,14,50,128.2733
centered_candidate_000019_4d94bdf2,fnv1a-c74a0470,30-60,30,60,3,1,348.3333,14,1,17,395.6667,18,14,50,126.5133
centered_candidate_000002_f31a2e19,fnv1a-f62ec7b0,30-60,30,60,3,1,346.6667,12.6667,1,17,386.6667,17.6,12.6667,50,125.72
centered_candidate_000014_8c501363,fnv1a-e5957947,30-60,30,60,3,1,365.3333,13.6667,1,19.3333,423.3333,27,13.6667,50,112.8667
